ファイル名,ページ,番号,日本語,翻訳
タイ語_pdfplumber_抽出_最終版.csv,10,2.0,開放厳禁,หา้ มเปิดทงิ้ ไว้
タイ語_pdfplumber_抽出_最終版.csv,10,3.0,標識,เครอื่ งหมาย
タイ語_pdfplumber_抽出_最終版.csv,10,4.0,気をつける,ระมัดระวัง
タイ語_pdfplumber_抽出_最終版.csv,10,5.0,持ち込む,น าเขา้ ไป
タイ語_pdfplumber_抽出_最終版.csv,10,6.0,防ぐ,ป้องกนั
タイ語_pdfplumber_抽出_最終版.csv,10,7.0,火,ไฟ
タイ語_pdfplumber_抽出_最終版.csv,10,8.0,煙,ควัน
タイ語_pdfplumber_抽出_最終版.csv,10,9.0,消火,ดับเพลงิ
タイ語_pdfplumber_抽出_最終版.csv,10,10.0,消火器,ถังดับเพลงิ
タイ語_pdfplumber_抽出_最終版.csv,19,11.0,消火器,ถังดับเพลงิ
タイ語_pdfplumber_抽出_最終版.csv,10,11.0,非常ベル,กระดงิ่ เตอื นภัย
タイ語_pdfplumber_抽出_最終版.csv,10,12.0,火災報知機,เครอื่ งเตอื นอคั คภี ัย
タイ語_pdfplumber_抽出_最終版.csv,10,13.0,逃げる,หลบหนี
タイ語_pdfplumber_抽出_最終版.csv,10,14.0,現場,หนา้ งาน
タイ語_pdfplumber_抽出_最終版.csv,10,15.0,作業,งาน
タイ語_pdfplumber_抽出_最終版.csv,10,16.0,ミーティング,มตี ตงิ้
タイ語_pdfplumber_抽出_最終版.csv,10,17.0,研修（する）,การฝึกงาน (ฝึกงาน)
タイ語_pdfplumber_抽出_最終版.csv,10,18.0,実習（する）,การฝึกภาคปฏบิ ัต ิ(ฝึก ภาคปฏบิ ัต)ิ
タイ語_pdfplumber_抽出_最終版.csv,10,19.0,あいさつ,ทักทาย
タイ語_pdfplumber_抽出_最終版.csv,10,20.0,確認（する）,การตรวจสอบ (ตรวจสอบ)
タイ語_pdfplumber_抽出_最終版.csv,15,16.0,確認（する）,"การตรวจยนื ยนั (ตรวจ ยนื ยนั ), การตรวจสอบ (ตรวจสอบ)"
タイ語_pdfplumber_抽出_最終版.csv,11,21.0,報告（する）,การรายงาน (รายงาน)
タイ語_pdfplumber_抽出_最終版.csv,11,22.0,連絡（する）,การตดิ ตอ่ (ตดิ ตอ่ )
タイ語_pdfplumber_抽出_最終版.csv,11,23.0,相談（する）,การปรกึ ษา (ปรกึ ษา)
タイ語_pdfplumber_抽出_最終版.csv,11,24.0,渡す,ยนื่ ให้
タイ語_pdfplumber_抽出_最終版.csv,11,25.0,申請書,ใบค ารอ้ ง
タイ語_pdfplumber_抽出_最終版.csv,11,26.0,寝坊（する）,่ ่ การตนื สาย (ตนื สาย)
タイ語_pdfplumber_抽出_最終版.csv,12,1.0,技能,ทกั ษะทางเทคนิค
タイ語_pdfplumber_抽出_最終版.csv,12,2.0,技能検定試験,การสอบวดั ระดับทกั ษะ ทางเทคนคิ
タイ語_pdfplumber_抽出_最終版.csv,12,3.0,受検（する）,การเขา้ สอบ (เขา้ สอบ)
タイ語_pdfplumber_抽出_最終版.csv,12,4.0,資格,คณุ สมบัติ
タイ語_pdfplumber_抽出_最終版.csv,12,5.0,手当,"เบยี้ เลยี้ ง, เงนิ ชว่ ยเหลอื"
タイ語_pdfplumber_抽出_最終版.csv,12,6.0,社員,พนักงานบรษิ ัท
タイ語_pdfplumber_抽出_最終版.csv,12,7.0,部長,หัวหนา้ ฝ่าย
タイ語_pdfplumber_抽出_最終版.csv,12,8.0,課長,หัวหนา้ แผนก
タイ語_pdfplumber_抽出_最終版.csv,12,9.0,更衣室,หอ้ งเปลยี่ นเสอื้ ผา้
タイ語_pdfplumber_抽出_最終版.csv,12,10.0,台車,รถเข็น
タイ語_pdfplumber_抽出_最終版.csv,12,11.0,床,พนื้
タイ語_pdfplumber_抽出_最終版.csv,12,12.0,出口,ทางออก
タイ語_pdfplumber_抽出_最終版.csv,12,13.0,電気,ไฟฟ้า
タイ語_pdfplumber_抽出_最終版.csv,12,14.0,警報音,เสยี งสัญญานเตอื นภัย
タイ語_pdfplumber_抽出_最終版.csv,12,15.0,コンセント,"ปล๊กั ไฟ(ตัวเมยี ), เตา้ เสยี บ"
タイ語_pdfplumber_抽出_最終版.csv,12,16.0,作業場,สถานทปี่ ฏบิ ัตงิ าน
タイ語_pdfplumber_抽出_最終版.csv,12,17.0,作業台,โตะ๊ ท างานชา่ ง
タイ語_pdfplumber_抽出_最終版.csv,12,18.0,工事現場,สถานทกี่ อ่ สรา้ ง
タイ語_pdfplumber_抽出_最終版.csv,12,19.0,職長,หัวหนา้ งาน
タイ語_pdfplumber_抽出_最終版.csv,25,25.0,職長,หวั หนา้ งาน
タイ語_pdfplumber_抽出_最終版.csv,12,20.0,作業責任者,ผรู้ ับผดิ ชอบงาน
タイ語_pdfplumber_抽出_最終版.csv,13,1.0,禁止,หา้ ม
タイ語_pdfplumber_抽出_最終版.csv,13,2.0,表示板,ป้ายประกาศ
タイ語_pdfplumber_抽出_最終版.csv,13,3.0,禁止事項,ขอ้ หา้ ม
タイ語_pdfplumber_抽出_最終版.csv,13,4.0,避難訓練,การฝึกหลบภัยหรอื หนีภัย
タイ語_pdfplumber_抽出_最終版.csv,13,5.0,感電（する）,"ไฟฟ้าดดู (ถกู ไฟฟ้าดดู ), ไฟฟ้าช็อต (ถกู ไฟฟ้าช็อต)"
タイ語_pdfplumber_抽出_最終版.csv,13,6.0,防止（する）,การป้องกนั ไมใ่ หเ้กดิ (ป้องกนั ไมใ่ หเ้กดิ )
タイ語_pdfplumber_抽出_最終版.csv,13,7.0,予防（する）,การป้องกนั ลว่ งหนา้ (ป้องกนั ลว่ งหนา้ )
タイ語_pdfplumber_抽出_最終版.csv,13,8.0,転倒（する）,"ลม้ (ลม้ ), การหกลม้ (หก ลม้ )"
タイ語_pdfplumber_抽出_最終版.csv,13,9.0,挟まる,"คั่น, หนีบ, ตดิ อยู่"
タイ語_pdfplumber_抽出_最終版.csv,13,10.0,足元,ทเี่ ทา้
タイ語_pdfplumber_抽出_最終版.csv,13,11.0,不安定（な）,ไมม่ ั่นคง
タイ語_pdfplumber_抽出_最終版.csv,13,12.0,後片付け,ท าความสะอาดและเกบ็ เขา้ ที่
タイ語_pdfplumber_抽出_最終版.csv,13,13.0,救急箱,กลอ่ งปฐมพยาบาล
タイ語_pdfplumber_抽出_最終版.csv,13,14.0,絆創膏,"พลาสเตอรย์ า, เทป สา หรับปิดแผล"
タイ語_pdfplumber_抽出_最終版.csv,13,15.0,体調,สภาพรา่ งกาย
タイ語_pdfplumber_抽出_最終版.csv,14,16.0,血,เลอื ด
タイ語_pdfplumber_抽出_最終版.csv,14,17.0,熱中症,โรคลมแดด
タイ語_pdfplumber_抽出_最終版.csv,14,18.0,吐き気,คลนื่ ไส้
タイ語_pdfplumber_抽出_最終版.csv,14,19.0,嘔吐（する）,อาเจยี น (อาเจยี น)
タイ語_pdfplumber_抽出_最終版.csv,14,20.0,足がつる,มอี าการตะครวิ ทขี่ า
タイ語_pdfplumber_抽出_最終版.csv,14,21.0,気分が悪い,รสู้ กึ ไมส่ บาย
タイ語_pdfplumber_抽出_最終版.csv,14,22.0,寝不足,นอนไมพ่ อ
タイ語_pdfplumber_抽出_最終版.csv,14,23.0,安全ネット,เครอื ขา่ ยความปลอดภัย
タイ語_pdfplumber_抽出_最終版.csv,14,24.0,安全点検,การตรวจเช็คความ ปลอดภัย
タイ語_pdfplumber_抽出_最終版.csv,15,1.0,KY活動（危険予知活動）,กจิ กรรมKY (กจิ กรรมฝึก การคาดการณ์อนั ตราย ลว่ งหนา้ )
タイ語_pdfplumber_抽出_最終版.csv,15,2.0,危険,อนั ตราย
タイ語_pdfplumber_抽出_最終版.csv,15,3.0,ぶつかる,ชน
タイ語_pdfplumber_抽出_最終版.csv,15,4.0,当たる,"โดน, กระทบ"
タイ語_pdfplumber_抽出_最終版.csv,15,5.0,下敷きになる,โดนทับ
タイ語_pdfplumber_抽出_最終版.csv,15,6.0,打つ,"ต,ี ตอก, เคาะ"
タイ語_pdfplumber_抽出_最終版.csv,15,7.0,バランスを崩す,เสยี การทรงตัว
タイ語_pdfplumber_抽出_最終版.csv,15,8.0,倒れる,"ลม้ , ลม้ ป่วย"
タイ語_pdfplumber_抽出_最終版.csv,15,9.0,転落（する）,การพลัดตกลงมา (พลัด ตกลงมา)
タイ語_pdfplumber_抽出_最終版.csv,15,10.0,指差呼称,การท ามอื ชแี้ ละปากย ้า เพอื่ ความปลอดภัย
タイ語_pdfplumber_抽出_最終版.csv,15,11.0,ヒヤリハット,เหตกุ ารณ์เกอื บเกดิ อบุ ัตเิ หตุ
タイ語_pdfplumber_抽出_最終版.csv,15,12.0,原因,สาเหตุ
タイ語_pdfplumber_抽出_最終版.csv,15,13.0,対策,การรับมอื กบั ปัญหา
タイ語_pdfplumber_抽出_最終版.csv,15,14.0,落下（する）,"การหลน่ (หลน่ ), การตก ลงมา (การตกลงมา)"
タイ語_pdfplumber_抽出_最終版.csv,15,15.0,墜落（する）,"การตกลงมาจากทสี่ งู (ตก ลงมาจากทสี่ งู ), การตกดงิ่ (ตกดงิ่ )"
タイ語_pdfplumber_抽出_最終版.csv,16,1.0,作業着,ชดุ ทำ งำน
タイ語_pdfplumber_抽出_最終版.csv,16,2.0,作業服,ชดุ ใสป่ ฏบิ ตั งิ ำน
タイ語_pdfplumber_抽出_最終版.csv,16,3.0,作業靴,รองเทา้ ปฏบิ ัตงิ าน
タイ語_pdfplumber_抽出_最終版.csv,16,4.0,手袋,ถุงมอื
タイ語_pdfplumber_抽出_最終版.csv,16,5.0,帽子,หมวก
タイ語_pdfplumber_抽出_最終版.csv,16,6.0,保護帽（ヘルメット）,้ หมวกนิรภยั (หมวกเซฟต)ี
タイ語_pdfplumber_抽出_最終版.csv,32,7.0,保護帽（ヘルメット）,หมวกนริ ภัย (หมวกเซฟต)ี้
タイ語_pdfplumber_抽出_最終版.csv,16,7.0,保護具,อปุ กรณ์ป้องกัน
タイ語_pdfplumber_抽出_最終版.csv,16,8.0,あごひも,สายรัดคาง
タイ語_pdfplumber_抽出_最終版.csv,16,9.0,ボタン,กระดมุ
タイ語_pdfplumber_抽出_最終版.csv,16,10.0,ポケット,กระเป๋า
タイ語_pdfplumber_抽出_最終版.csv,16,11.0,保護メガネ,แวน่ ตำป้องกนั
タイ語_pdfplumber_抽出_最終版.csv,16,12.0,マスク,"หนา้ กาก, หนา้ กากอนามัย"
タイ語_pdfplumber_抽出_最終版.csv,16,13.0,耳栓,ทอี่ ดุ หู
タイ語_pdfplumber_抽出_最終版.csv,16,14.0,安全靴,รองเทำ้ นิรภยั
タイ語_pdfplumber_抽出_最終版.csv,16,15.0,墜落制止用器具（安全 帯）,่ อปุ กรณป์ ้องกนั กำรตกจำกที สงู (สำยรดั ตวั กนั ตก)
タイ語_pdfplumber_抽出_最終版.csv,17,16.0,業務,"งาน, ภาระหนา้ ที่"
タイ語_pdfplumber_抽出_最終版.csv,17,17.0,時間厳守,การตรงตอ่ เวลา
タイ語_pdfplumber_抽出_最終版.csv,17,18.0,予定,ก าหนดการ
タイ語_pdfplumber_抽出_最終版.csv,17,19.0,日付,วันที่
タイ語_pdfplumber_抽出_最終版.csv,17,20.0,準備（する）,(การ)เตรยี ม
タイ語_pdfplumber_抽出_最終版.csv,17,21.0,会議,การประชมุ
タイ語_pdfplumber_抽出_最終版.csv,17,22.0,朝礼,การประชมุ เชา้ กอ่ นเรมิ่ งาน
タイ語_pdfplumber_抽出_最終版.csv,17,23.0,報告書,หนังสอื รายงาน
タイ語_pdfplumber_抽出_最終版.csv,17,24.0,マニュアル,คมู่ อื
タイ語_pdfplumber_抽出_最終版.csv,17,25.0,作業手順書,คมู่ อื ขนั้ ตอนการปฏบิ ัตงิ าน
タイ語_pdfplumber_抽出_最終版.csv,17,26.0,調子,สภาพการท างานของ รา่ งกายหรอื เครอื่ งจักร
タイ語_pdfplumber_抽出_最終版.csv,18,1.0,立入禁止,หา้ มเขา้
タイ語_pdfplumber_抽出_最終版.csv,18,2.0,禁煙,หา้ มสบู บหุ รี่
タイ語_pdfplumber_抽出_最終版.csv,18,4.0,駐車禁止,หา้ มจอดรถ
タイ語_pdfplumber_抽出_最終版.csv,18,5.0,足もと注意,ระวงั สะดดุ
タイ語_pdfplumber_抽出_最終版.csv,18,6.0,開口部注意,ระวงั ชอ่ งเปิด
タイ語_pdfplumber_抽出_最終版.csv,18,7.0,感電注意,ระวงั อันตรายจากไฟฟ้า ช็อต
タイ語_pdfplumber_抽出_最終版.csv,18,8.0,堕落注意,ระวงั ตกจากทสี่ งู
タイ語_pdfplumber_抽出_最終版.csv,18,9.0,頭上注意,ระวงั ศรี ษะ
タイ語_pdfplumber_抽出_最終版.csv,18,10.0,警報設備,อปุ กรณ์สญั ญาณเตอื นภัย ป่มุ ขอความชว่ ยเหลอื
タイ語_pdfplumber_抽出_最終版.csv,19,12.0,AED設置場所,จดุ ตดิ ตัง้ เครอิ่ งกระตกุ หวั ใจอัตโนมัติ
タイ語_pdfplumber_抽出_最終版.csv,19,13.0,保護帽着用,สวมหมวกนริ ภัย
タイ語_pdfplumber_抽出_最終版.csv,19,14.0,安全帯使用,สวมสายรัดตัวนริ ภัยกันตก
タイ語_pdfplumber_抽出_最終版.csv,19,15.0,昇降階段,บันไดขนึ้ ลง
タイ語_pdfplumber_抽出_最終版.csv,21,15.0,昇降階段,บันไดขึ(cid:1144)นลงภายใน นั(cid:1143)งร้าน
タイ語_pdfplumber_抽出_最終版.csv,19,16.0,休憩所,หอ้ งนั่งพัก
タイ語_pdfplumber_抽出_最終版.csv,19,17.0,最大積載荷重,รับน ้าหนักไดส้ งู สดุ
タイ語_pdfplumber_抽出_最終版.csv,19,18.0,喫煙所,ทพี่ ักสบู บหุ รี่
タイ語_pdfplumber_抽出_最終版.csv,19,19.0,整理整頓,"สะสาง สะดวก, ซอ้ นใหถ้ กู ตอ้ งสะดวกใช้ ปลอดภัย"
タイ語_pdfplumber_抽出_最終版.csv,19,20.0,安全通路,ทางเดนิ ปลอดภัย
タイ語_pdfplumber_抽出_最終版.csv,20,1.0,三連クランプ,"ชุดข้อสือ 3 ห่วงติดกัน, ชุดแคลมป์ข้อเสือ 3 ห่วงติดกัน"
タイ語_pdfplumber_抽出_最終版.csv,20,2.0,ベルトコンベア （ベルコン）,สายพานลําเลียง
タイ語_pdfplumber_抽出_最終版.csv,20,3.0,かけや,"ค้อนไม้ขนาดใหญ, ่ ตะลุมพุก"
タイ語_pdfplumber_抽出_最終版.csv,48,4.0,かけや,คอ้ นหัวไม้
タイ語_pdfplumber_抽出_最終版.csv,20,4.0,ランマ,"เครื(cid:1143)องกระทุ้ง,ด ิน เครื(cid:1143)องตบดิน"
タイ語_pdfplumber_抽出_最終版.csv,20,5.0,自在クランプ,ข้อเสือเป็น (ข้อเสือที(cid:1143) สามารถหมุนไปมาได)้
タイ語_pdfplumber_抽出_最終版.csv,20,6.0,キャッチクランプ,"ชุดบีมแคลมป์กับข้อ เสือ, ชุดข้อเสือกับยูแค ลมป์ (ชุดแคลมป์ที(cid:1143)มี แคลมป์ยึดบีมและข้อ เสืออยู่คู่กัน)"
タイ語_pdfplumber_抽出_最終版.csv,20,7.0,吊り上げ用クランプ,"แคลมป์ยกเหล็ก, แค ลมป์ยก, แคลมป์จับยก เหล็ก"
タイ語_pdfplumber_抽出_最終版.csv,20,8.0,直交クランプ,ข้อเสือตั(cid:1144)งฉาก
タイ語_pdfplumber_抽出_最終版.csv,20,9.0,フック,"ตะขอยก, ตะขอ"
タイ語_pdfplumber_抽出_最終版.csv,32,6.0,フック,"ดัดโคง้ , ดัดงอเป็นขอ"
タイ語_pdfplumber_抽出_最終版.csv,21,10.0,ストレートシャックル,สเก็นตัวย ู(อุปกรณ์ ห่วงโลหะที(cid:1143)ใช้สําหรับ คล้องยึดเข้ากับ อุปกรณ์ต่างๆ)
タイ語_pdfplumber_抽出_最終版.csv,21,11.0,滑車,รอก
タイ語_pdfplumber_抽出_最終版.csv,21,12.0,クレーン,"ปั(cid:1144)นจ, ั(cid:1143)เคนรน"
タイ語_pdfplumber_抽出_最終版.csv,21,13.0,移動式クレーン,ปั(cid:1144)นจั(cid:1143)นชนิดเคลือนท
タイ語_pdfplumber_抽出_最終版.csv,21,14.0,介しゃくロープ,เชือกพยุงกันส่าย (เชือกที(cid:1143)ห้อยอยู่กับ ของที(cid:1143)ยกด้วยปั(cid:1144))นจั
タイ語_pdfplumber_抽出_最終版.csv,21,16.0,筋かい止めピン,"เดือยล็อคกากบาท, สลักล็อคกากบาท, เดือยล็อคท่อคํ(cid:1144)ายัน นั(cid:1143)งร้าน"
タイ語_pdfplumber_抽出_最終版.csv,21,17.0,脚柱ジョイント,ข้อต่อเสานั(cid:1143)งร้าน
タイ語_pdfplumber_抽出_最終版.csv,21,18.0,連結ピン,ข้อต่อ
タイ語_pdfplumber_抽出_最終版.csv,21,19.0,ジョイント金具,อุปกรณ์ข้อต่อ
タイ語_pdfplumber_抽出_最終版.csv,21,20.0,レバーブロック,รอกโยก
タイ語_pdfplumber_抽出_最終版.csv,22,21.0,電動のこ（丸のこ）,เลื(cid:1143)อยไฟฟ (้เาลื(cid:1143)อยวง เดือน)
タイ語_pdfplumber_抽出_最終版.csv,22,22.0,モンキースパナ,ประแจเลื(cid:1143)อน
