言語,Page,番号,単語,翻訳
ミャンマー語,4,10,雇用契約,အလပု ် နထ် ဲ့ ာ်းသရ်းသသေ းာတစူ ာ ြုံပ်
ミャンマー語,4,11,給与明細,လစာရ င်း် တမ််းစာရွက်
ミャンマー語,4,12,給料,လစာသငွ
ミャンマー語,4,13,残業手当,အ ှိနပ် ှိုသကက်း
ミャンマー語,4,14,労働時間,အလပု ် ှိန်
ミャンマー語,5,1,控除（する）,န္တှု ယ် ူ(သည်)
ミャンマー語,5,2,ボーナス,အပှိုဆသု ကက်း
ミャンマー語,5,3,有休,လပု ်သက ် ငွ ်ဲ့
ミャンマー語,5,4,代休,အစာ်းထ်းှို နာ်းရက်
ミャンマー語,5,5,労働基準法,အလပု ်သမာ်းစ န္နှု ်း် ဥပသဒ
ミャンマー語,5,6,労働条件,အလပု ်သမာ်း စ ာ်း ငွ ်ဲ့
ミャンマー語,5,7,税金,အ နွ ်
ミャンマー語,5,8,所得税,ဝငသ် င ွ နွ ်
ミャンマー語,6,9,住民税,စညပ် င ် နွ ်
ミャンマー語,6,10,厚生年金,အလပု ်ပငစ် ငအ် ာမ
ミャンマー語,6,11,雇用保険,အလပု ်အာမ
ミャンマー語,6,12,健康保険,က န်း် မာသရ်းအာမ
ミャンマー語,6,13,社会保険,လမူ ှုဖူလသ ု ရ်းအာမ
ミャンマー語,7,14,労災,လပု ်ငန်း် ငွ ် ထ ှိ ကှို ဒ် ဏရ် ာရမှု
ミャンマー語,7,15,労災保険,အလပု ်သမာ်းနစ်နာသကက်း အာမ
ミャンマー語,8,1,遅刻（する）,အလပု ်သနာကက် (သည်)
ミャンマー語,8,2,早退（する）,အလပု ်သစာခပန်(သည်)
ミャンマー語,8,3,休憩（する）,အနာ်းယူ(သည်)
ミャンマー語,8,4,残業（する）,အ ှိနပ် ှိုအလပု ်(ဆင်း် သည်)
ミャンマー語,8,5,定時,ပ ုမ နအ် ှိန်
ミャンマー語,8,6,規則,စည်း် မ ဉ််းစည်း် ကမ််း
ミャンマー語,8,7,休日,အလပု ်နာ်းရက်
ミャンマー語,8,8,始業時間,အလပု ်စ ှိန်
ミャンマー語,8,9,終業時間,အလပု ်ပပ ်း ှိန်
ミャンマー語,8,10,指導員,သငတ် န်း် မ ်း
ミャンマー語,8,11,生活指導員,သနထငှို မ် ှုပ ုစ သလကဲ့ ငသ်ဲ့ ပ်းသူ
ミャンマー語,8,12,担当者,တာဝန ်
ミャンマー語,8,13,スイッチ入れるな,လတု မ် ဖွငန်ဲ့ ဲ့
ミャンマー語,8,14,スイッチ切るな,လတု မ် ပှိတန် ဲ့
ミャンマー語,8,15,使用禁止,အသ်း ု မခပြုံရ
ミャンマー語,9,1,5S,5S
ミャンマー語,9,2,整理,စနစ်တက ထာ်းရှိ ခ င်း် (Seiri)
ミャンマー語,9,3,整頓,စ သတမ် တထ် ာ်းရှိ ခ င်း် (Sei-ton)
ミャンマー語,10,4,清掃,သနရ် ဲ့ င်း် သရ်းလပု ်ခ င်း် (Sei-sou)
ミャンマー語,10,5,清潔,သနရ် ဲ့ င်း် သပ်ရပ်မှု (Sei-ketsu)
ミャンマー語,10,6,しつけ,အစဉ်အလာဓသလထဲ့ ်း ု စ (Shi-tsuke)
ミャンマー語,10,7,掃除（する）,သနရ် ဲ့ င်း် သရ်း(လပု ်သည်)
ミャンマー語,11,8,片づける,သမှိ ််းဆည်း် သည်
ミャンマー語,11,9,捨てる,စွနပ် ဲ့ စ်သည်
ミャンマー語,11,10,汚い,ညစ်ပတသ် သာ
ミャンマー語,11,11,汚れる,ညစ်သပသည်
ミャンマー語,11,12,分別（する）,အမ ှိြုံ်းအစာ်း ခွ ာ်း(သည်)
ミャンマー語,11,13,燃えないごみ,မ ်းရှုှိွဲ့လမှို ဲ့ ရတအ ဲ့ မှိှုက်
ミャンマー語,11,14,燃えるごみ,မ ်းရှုှိွဲ့လရှို ဲ့ တအ ဲ့ မှိှုက်
ミャンマー語,11,15,挟まれる,ညပ်သည်
ミャンマー語,11,16,巻き込まれる,ညပ်ပါသည်
ミャンマー語,11,17,やけど（する）,အပူသလာင်(သည်)
ミャンマー語,11,18,落ちる,က ဆင်း် သည်
ミャンマー語,11,19,すべる,သ ာ်လသ ည်
ミャンマー語,12,20,転ぶ,လက သည်
ミャンマー語,12,21,濡れる,သရစှိုသည်
ミャンマー語,12,22,衛生,သနရ် ဲ့ င်း် သပ်ရပ်မှု
ミャンマー語,12,23,避難（する）,သေ်းသရ ာင်(သည်)
ミャンマー語,12,24,救急車,လနူ ာတငယ် ာဉ်
ミャンマー語,12,25,災害,သေ်းအန္ရတ ာယ်
ミャンマー語,12,26,地震,ငလ င်
ミャンマー語,12,27,もぐる,သအာကသ် ဝှို ဲ့ ငသ် ည်
ミャンマー語,13,1,火気厳禁,မ ်းသတခှိပြုံ
ミャンマー語,13,2,開放厳禁,ဖွငမ်ဲ့ ထာ်းရ
ミャンマー語,13,3,標識,အမ တအ် သာ်း
ミャンマー語,13,4,気をつける,ဂရုစှိုကသ် ည်
ミャンマー語,13,5,持ち込む,ယလူ ာသည်
ミャンマー語,13,6,防ぐ,ကာကယွ သ် ည။်
ミャンマー語,13,7,火,မ ်း
ミャンマー語,13,8,煙,မ ်း ်းှို
ミャンマー語,13,9,消火,မ ်းပငမ ််းသတခ် င်း်
ミャンマー語,13,10,消火器,မ ်းသတေ် ်းူ
ミャンマー語,13,11,非常ベル,အသရ်းသပေါ်သတသှိ ပ်းစက်
ミャンマー語,13,12,火災報知機,မ ်းအ ကသ် ပ်းစက်
ミャンマー語,13,13,逃げる,ထကွ သ် ခပ်းသည်
ミャンマー語,13,14,現場,လပု ်ငန်း် ငွ ်
ミャンマー語,13,15,作業,အလပု ်
ミャンマー語,14,16,ミーティング,အစည်း် အသဝ်း
ミャンマー語,14,17,研修（する）,သငတ် န်း် (ခပြုံလပု ်သည်)
ミャンマー語,14,18,実習（する）,လကသ် တွဲ့သွ ငတ် န်း် (ခပြုံလပု ် သည်)
ミャンマー語,14,19,あいさつ,န္တှု ဆ် ကခ် င်း်
ミャンマー語,14,20,確認（する）,သသ ာစစ်(သည်)
ミャンマー語,14,21,報告（する）,အသကကာင်း် ကကာ်း(သည်)
ミャンマー語,14,22,連絡（する）,အသကကာင်း် ကကာ်း(သည်)
ミャンマー語,14,23,相談（する）,သဆ်းွ သန္်းွ (သည်)
ミャンマー語,14,24,渡す,သပ်းသည်
ミャンマー語,14,25,申請書,သလျှာကလ် ာ
ミャンマー語,14,26,寝坊（する）,အပှိ ်ရာထသနာကက် (သည်)
ミャンマー語,15,1,技能,နည်း် ပညာ
ミャンマー語,15,2,技能検定試験,နည်း် ပညာအဆင ်ဲ့ သတမ် တစ် ာသမ်းပ ွ
ミャンマー語,15,3,受検（する）,စာသမ်းပ ွသခဖ(သည)်
ミャンマー語,15,4,資格,အရညအ် င်း်
ミャンマー語,15,5,手当,စ ာ်း ငွ ်ဲ့
ミャンマー語,15,6,社員,ကမု ပဏဝ နထ် မ််း
ミャンマー語,15,7,部長,ဌာနမ ်း
ミャンマー語,15,8,課長,ဌာန မွ ်း
ミャンマー語,15,9,更衣室,အဝတလ် န်း်
ミャンマー語,15,10,台車,လကတ် နွ ်း် လည ်း်
ミャンマー語,15,11,床,ကကမ််းခပင်
ミャンマー語,15,12,出口,ထကွ သ် ပါက်
ミャンマー語,15,13,電気,လျှပ်စစ်/မ ်း
ミャンマー語,15,14,警報音,သတသှိ ပ်း သ ါင်း် သလာင်း် သ
ミャンマー語,15,15,コンセント,ပလတသ် ါင်း် ပလတသ် ပါက်
ミャンマー語,15,16,作業場,အလပု ်ရု
ミャンマー語,15,17,作業台,အလပု ်စာ်းပ ွ
ミャンマー語,15,18,工事現場,သဆာကလ် ပု ်သရ်း လပု ်ငန်း် ငွ ်
ミャンマー語,15,19,職長,လပု ်ငန်း် ငွ လ် မ််းည နက်က်း ကကပ်သူ
ミャンマー語,15,20,作業責任者,လပု ်ငန်း် တာဝန ်
ミャンマー語,16,1,禁止,တာ်းခမစ်ခ င်း်
ミャンマー語,16,2,表示板,သငပ် ုန်း် ၊ဆငှို ်း် ေတု ်
ミャンマー語,16,3,禁止事項,တာ်းခမစ် က်
ミャンマー語,16,4,避難訓練,သေ်းအန္ရတ ာယမ် သရ ာငတ် မှိ ််းသရ်း သလကဲ့ ငမ်ဲ့ ှု
ミャンマー語,16,5,感電（する）,ဓာတလ် ကှို ်(သည်)
ミャンマー語,16,6,防止（する）,တာ်းဆ်း (သည်)
ミャンマー語,16,7,予防（する）,ကကြုံှိတငက် ာကယွ ်(သည်)
ミャンマー語,16,8,転倒（する）,လက (သည်)
ミャンマー語,16,9,挟まる,ညပ်သည်
ミャンマー語,16,10,足元,သခ သထာကအ် န်း တဝှိုက်
ミャンマー語,16,11,不安定（な）,မတညပ်ငမှိ ်(သသာ)
ミャンマー語,16,12,後片付け,အလပု ်ပပ ်းသနာက ် သနစ် ဲ့ ငသ် မှိ ််းဆည်း် ခ င်း်
ミャンマー語,16,13,救急箱,အသရ်းသပေါ်သဆ်းသသတတ ာ
ミャンマー語,16,14,絆創膏,ပလာစတာ
ミャンマー語,16,15,体調,က န်း် မာသရ်းအသခ အသန
ミャンマー語,16,16,血,သသ်းွ
ミャンマー語,16,17,熱中症,အပူလျှပ်ခ င်း်
ミャンマー語,16,18,吐き気,ပ ှိြုံွဲ့စှိတ၊်အန ် ငစ် ှိတ်
ミャンマー語,16,19,嘔吐（する）,အန(် သည်)
ミャンマー語,17,20,足がつる,သခ သထာက ် ကကကတ် ကသ် ည်
ミャンマー語,17,21,気分が悪い,သနလမှို ဲ့ သကာင်း် ေ်းူ
ミャンマー語,17,22,寝不足,အပှိ ်သရ်းမဝခ င်း်
ミャンマー語,17,23,安全ネット,လခ ု ြုံ သရ်းပှိုကက် နွ ်
ミャンマー語,17,24,安全点検,လခ ု ြုံ စှိတ ် မှုစစ်သဆ်းခ င်း်
ミャンマー語,18,1,KY活動（危険予知活動）,KY လပှု ်ရ ာ်းမှု (အန္ရတ ာယက်ကြုံှိတင ် နမ် ဲ့ န်း် သရှိ ှိ သရ်းလပှု ်ရ ာ်းမှု)
ミャンマー語,18,2,危険,အန္ရတ ာယ်
ミャンマー語,18,3,ぶつかる,တကှို မ် ှိသည်
ミャンマー語,18,4,当たる,ထမှိ ှိသည်
ミャンマー語,18,5,下敷きになる,သအာကတ် ငွ ပ် ှိမှိသည်
ミャンマー語,18,6,打つ,ထသု ည၊်ရုှိကသ် ည်
ミャンマー語,18,7,バランスを崩す,ဟန ် ကပ် ကသ် ည်
ミャンマー語,18,8,倒れる,လက သည်
ミャンマー語,18,9,転落（する）,လမှိ ်ဲ့က သည်
ミャンマー語,18,10,指差呼称,ြှ လကည် ြုံှိ်းထ်းှို ၍နာမညသ် ေါ် စစ်သဆ်းမှု
ミャンマー語,18,11,ヒヤリハット,သသ သ လ်းနလ ဲ့ တွ သ် ာွ ်းသသာလပု ်ငန်း် ငွ မ် သတာ်တ ဆခဖစ်မှု
ミャンマー語,19,12,原因,အသကကာင်း် ရင်း်
ミャンマー語,19,13,対策,သဆာငရ် ွကမ် ှု၊စ မ က်
ミャンマー語,19,14,落下（する）,ခပြုံတက် သည်
ミャンマー語,19,15,墜落（する）,အခမငမ်ဲ့ က သည်
ミャンマー語,19,16,確認（する）,အတညခ်ပြုံစစ်သဆ်းသည်
ミャンマー語,20,,,
ミャンマー語,20,1,作業着,အလပု ်သမာ်းဝတစ် ု
ミャンマー語,20,2,作業服,အလပု ်သမာ်းဝတစ် ု
ミャンマー語,20,3,作業靴,လပု ်ငန်း် ငွ ဖ် ှိနပ်
ミャンマー語,20,4,手袋,လကအ် တှိ ်
ミャンマー語,20,,,
ミャンマー語,20,5,帽子,ဥ ်းထပု ်
ミャンマー語,20,6,保護帽（ヘルメット）,ကာကယွ သ် ရ်းဥ ်းထပု ် (Helmet)
ミャンマー語,20,7,保護具,လခ ု ြုံ သရ်းပစစည်း်
ミャンマー語,20,8,あごひも,သမ်းသငှို ်း် ကကြုံှိ်း
ミャンマー語,20,9,ボタン,ကကယသ် ်း (Button)
ミャンマー語,20,10,ポケット,အတှိ က် ပ်
ミャンマー語,20,11,保護メガネ,ကာကယွ သ် ရ်းမ ကမ် န်
ミャンマー語,20,12,マスク,မ ကန္် ာ ဖ ု်း (Mask)
ミャンマー語,20,13,耳栓,နာ်းသပါကအ် ဆှို ဲ့
ミャンマー語,20,14,安全靴,သခ သထာကက် ှို ကာကယွ သ် ညဖ်ဲ့ ှိနပ်
ミャンマー語,20,15,墜落制止用器具（安全 帯）,ခပြုံတက် မှုမ ကာကယွ သ် ရ်း ပစစည်း် (လခ ု ြုံ ‌သရ်း ါ်းပတက်ကြုံှိ်း)
ミャンマー語,21,16,業務,လပု ်ငန်း်
ミャンマー語,21,17,時間厳守,အ ှိနက် ှို တတှိ ကှိ က လကှို န် ာခ င်း်
ミャンマー語,21,18,予定,ကကြုံှိတငစ် စဥ် က်
ミャンマー語,21,19,日付,ရကစ် ွ
ミャンマー語,21,20,準備（する）,အသငခ်ဲ့ပင(် သည်)
ミャンマー語,21,21,会議,အစည်း် အသဝ်း
ミャンマー語,21,22,朝礼,နန က ် င်း် လစူ ုအမ ာစကာ်း‌ သခပာခ င်း်
ミャンマー語,21,23,報告書,အစ ရင ် စ ာ
ミャンマー語,21,24,マニュアル,လကစ် ွစာသစာင ် (Manual)
ミャンマー語,21,25,作業手順書,လပု ်ငန်း် လပု ်သဆာငပ် ု အဆငဆ်ဲ့ ငစ်ဲ့ ာအုပ်
ミャンマー語,21,26,調子,(က န်း် မာသရ်း)အသခ အသန
ミャンマー語,22,1,立入禁止,မဝငရ်
ミャンマー語,22,2,禁煙,သဆ်းလပှိ ်မသသာကရ်
ミャンマー語,22,3,火気厳禁,မ ်းသတခှိပြုံ
ミャンマー語,22,4,駐車禁止,ကာ်းမရပ်ရ
ミャンマー語,22,5,足もと注意,သခ သထာကအ် န်း တဝှိုက် သတခှိပြုံ
ミャンマー語,22,6,開口部注意,အသပါကရ် ှိ သညသ် တခှိပြုံ
ミャンマー語,22,7,感電注意,ဓာတလ် ကှို တ် တသ် ည် သတခှိပြုံ
ミャンマー語,22,8,堕落注意,ခပြုံတက် တတသ် ည် သတခှိပြုံ
ミャンマー語,22,9,頭上注意,သ ါင်း် အသပေါ်သတထှိ ာ်းပါ
ミャンマー語,22,10,警報設備,သတသှိ ပ်းသ ါင်း် သလာင်း် သနရာ
ミャンマー語,23,11,消火器,မ ်းသတေ် ်းူ
ミャンマー語,23,12,AED設置場所,န္လ ်း ု န္်းှိှု စကထ် ာ်းသညသ်ဲ့ နရာ
ミャンマー語,23,13,保護帽着用,ကာကယွ သ် ရ်းဥ ်းထပု ် သဆာင်း် ပါ
ミャンマー語,23,14,安全帯使用,လခ ု ြုံ ‌သရ်း ါ်းပတက်ကြုံှိ်းသ်း ု ပါ
ミャンマー語,23,15,昇降階段,ခငမ််းအတငွ ်း် ရှိ သလက ာ်း
ミャンマー語,23,16,休憩所,နာ်းသနရနသ် နရာ
ミャンマー語,23,17,最大積載荷重,အမ ာ်းဆ်း ု တငန္် ငှို သ် ည ်ဲ့ ကနု အ် သလ်း ှိန်
ミャンマー語,23,18,喫煙所,သဆ်းလပှိ ်သသာကရ် နသ် နရာ
ミャンマー語,23,19,整理整頓,သနရ် ဲ့ င်း် သပ်ရပ်သနသအာင် အစ အစဥ်တက လပု ်ပါ
ミャンマー語,23,20,安全通路,အန္ရတ ာယက် င်း် သည်ဲ့ သလျှာကလ် မ််းသကကာင်း်
ミャンマー語,24,1,三連クランプ,ြှ ၃ ဆု ကည် ပ်
ミャンマー語,24,2,ベルトコンベア （ベルコン）,သရွွဲ့လ ာ်းစက ် ါ်းပတ် (Belt conveyor)
ミャンマー語,24,3,かけや,သစ်သာ်းတအူ ကက်း စာ်း
ミャンマー語,24,4,ランマ,သခမဖှိစက ် (Rammer)
ミャンマー語,24,5,自在クランプ,ြှ လည ၍်ဲ့ ရသသာ ညပ် (Adjustable/Movable clamp)
ミャンマー語,24,6,キャッチクランプ,ြှ ဖမ််းညပ်ကရှိ ှိယာ (Catch clamp)
ミャンマー語,24,7,吊り上げ用クランプ,ြှ မ ရာတငွ သ် ်း ု သသာ ညပ်
ミャンマー語,25,8,直交クランプ,ရုှိကသ် ထာငမ်ဲ့ နက် သသာ ြှ ညပ် (Orthogonal clamp)
ミャンマー語,25,9,フック,ှိတသ် ကာက်
ミャンマー語,25,10,ストレートシャックル,အသခဖာင ်ဲ့ တက် ငွ ်း် (Straight shackle)
ミャンマー語,25,11,滑車,စကသ် ်း
ミャンマー語,25,12,クレーン,ဝန ် စက ် (ကရှိန်း် )
ミャンマー語,25,13,移動式クレーン,သရွွဲ့လ ာ်းန္ငှို သ် ညက်ဲ့ ရှိန်း်
ミャンマー語,25,14,介しゃくロープ,ကရှိန်း် ခဖငပ်ဲ့ စစည်း် ခပန ် ှိန် တငွ ဆ် ယွ ရူ နက်ကြုံှိ်း
ミャンマー語,25,15,昇降階段,ခငမ််းအတငွ ်း် ရှိ သလက ာ်း
ミャンマー語,25,16,筋かい止めピン,တသစာင်း် အာ်းခဖညထ်ဲ့ ည်ဲ့ သငွ ်း် ထာ်းသသာသစ်သာ်း တန်း် အာ်း ကတု ထ် ာ်းသည ်ဲ့ တယွ ဆ် က ် ပငင် တု ်
ミャンマー語,26,17,脚柱ジョイント,သအာကသ် ခ အမ တအ် ဆ က် (Leg column joint)
ミャンマー語,26,18,連結ピン,တယွ ဆ် ကပ် ငင် တု ် (Connecting pin)
ミャンマー語,26,19,ジョイント金具,တယွ ဆ် ကသ် တတ ြုံခပာ်း (Joint metal fittings)
ミャンマー語,26,20,レバーブロック,လဗ ာ ေသလာက်(စကသ် ်း ) (Lever block)
ミャンマー語,26,21,電動のこ（丸のこ）,လျှပ်စစ်လ (မာရုန္ကှို ဲ့ ှို)
ミャンマー語,26,22,モンキースパナ,ရွ င ် (Monkey spanner)
ミャンマー語,26,23,親綱支柱,လခ ု ြုံ ‌သရ်း ါ်းပတက်ကြုံှိ်းက ှို ှိ တဆ် သွ ညက်ဲ့ကြုံှိ်းက ှို သထာက ် သ ညတ်ဲ့ ငှို ်
ミャンマー語,26,24,ブラケット,အထနှိ ်း် အသထာက်
ミャンマー語,26,25,梯子,လပု ်ငန်း် ငွ သ် ်း ု သလက ာ်း
ミャンマー語,27,1,親綱,လခ ု ြုံ သရ်း ါ်းပတက်ကြုံှိ်းကှို ှိတဆ် ယွ သူ ညက်ဲ့ကြုံှိ်း
ミャンマー語,27,2,建枠（ビティ）,အသငသ်ဲ့ ်း ု ခငမ််းသောင်
ミャンマー語,27,3,メッシュシート,ဆန ် ါကကွ ်(ပှိုကက် ကွ ်) အ င်း် ခပာ်း
ミャンマー語,27,4,防音パネル,အသက ာသောငခ်ပာ်း
ミャンマー語,27,5,朝顔材,ခပြုံတက် လာသညပ်ဲ့ စစည်း် ကှို ဖမ််း သ ပ်းသညအ်ဲ့
ミャンマー語,27,6,架空線,ဓာတအ် ာ်းလငှို ်း် ကကြုံှိ်း
ミャンマー語,27,7,幅木（仮設足場）,ကကမ််းခပငအ် စွန်း် မ သထာငထ် ာ်းသသာအခပာ်း (ယာယခ ငမ််း)
ミャンマー語,27,8,単管,ပှိုကလ် ်း ု
ミャンマー語,28,9,脚立,သ ါကသ် လက ာ်း
ミャンマー語,28,10,作業半径,လပု ်ငန်း် လပှု ်ရ ာ်းသနသည ်ဲ့ အ င်း် ဝက်
ミャンマー語,28,11,仮ボルト,သရ ွဲ့သခပ်းယာယတ ပ်ဆငသ် ညမ်ဲ့ ူလ
ミャンマー語,28,12,手直し,ြှ ခပနလ် ည ် ှိနည် ခှိ င်း် /ခပငဆ် ငခ် င်း်
ミャンマー語,28,13,面一,မ ကန္် ာ ခပငန္် စ ် အု ကကာ်းအ လပ်မရှိ ထကှိ ပ်သနခ င်း်
ミャンマー語,28,14,点検事項,စစ်သဆ်းရမညအ်ဲ့ ကမ် ာ်း
ミャンマー語,28,15,積載荷重,တငသ် ဆာငန္် ငှို သ် ညက်ဲ့ နု အ် သလ်း ှိန်
ミャンマー語,28,16,すき間,ကကာ်းလပ်သနသညသ်ဲ့ နရာ
ミャンマー語,28,17,通りを見る,သခဖာငမ်ဲ့ သခဖာငက်ဲ့ကညသ်ဲ့ ည်
ミャンマー語,29,18,組立,သပါင်း် စပ်တညသ် ဆာကခ် င်း် / ဆငခ် င်း်
ミャンマー語,29,19,地組,ရှုပ်သထ်းွ သသာအစှိတအ် ပှိုင်း် မ ာ်းကသှို ခမသပေါ်တငွ ယ် ာယ တပ်ဆငခ် င်း်
ミャンマー語,29,20,天端,ကနွ က် ရစ်မ ကန္် ာ ခပငတ် ငွ ် စှိုကထ် ာ်းသသာ သသ ာင်း်
ミャンマー語,29,21,玉掛け,ပစစည်း် မ ာ်း သယမ် ှိနတ် ငွ ် ခပြုံတမ် က သစရနက်ကြုံှိ်းခဖင ်ဲ့ ညခ် င်း်
ミャンマー語,29,22,合図,အ ကခ်ပခ င်း်
ミャンマー語,29,23,定格荷重,ပ ုသသသတမ် တအ် သလ်း ှိန်
ミャンマー語,29,24,たち,(သခမမ ကန္် ာ ခပငန္် င ်ဲ့) သထာငမ်ဲ့ နက် ခ င်း်
ミャンマー語,29,25,職長,လပု ်ငန်း် ငွ လ် မ််းည န ် ကက်း ကကပ်သူ
ミャンマー語,30,1,安全カバー,လခ ု ြုံ သရ်းကာဗာအဖ ု်း
ミャンマー語,30,2,安全帯,လခ ု ြုံ သရ်း ါ်းပတက်ကြုံှိ်း
ミャンマー語,30,3,インサート,ကနွ က် ရစ်ထတ ငွ ခ်မြုံပ်ထည်ဲ့ ထာ်းသသာ သထ ည ် အစှိတအ် ပှိုင်း်
ミャンマー語,30,4,スペーサ,ကကာ်း ခ ပာ်း
ミャンマー語,30,5,鉄筋,သတ ငှို ၊်သသ ာင်း်
ミャンマー語,30,6,電工ドラム（ドラム）,ပလတသ် ပါကမ် ာ်းပါသသာ ဓာတက်ကြုံှိ်းရစ်လ်း ု (ဒရမ်)
ミャンマー語,30,7,電動丸のこ（電のこ）,လျှပ်စစ်လအ ဝှိုင်း်
ミャンマー語,30,8,パッキン,အလပ ု ှိတရ် နသ် ်း ု သသာ သရာ်ောကငွ ်း်
ミャンマー語,30,9,小バール,သေ ာ်းသ ာင်း် အသသ်း
ミャンマー語,31,10,大バール,သေ ာ်းသ ာင်း် အကက်း
ミャンマー語,31,11,化粧合板,အလဆ င ် အထပ်သာ်းခပာ်း
ミャンマー語,31,12,普通合板,ရုှိ်းရုှိ်းအထပ်သာ်းခပာ်း
ミャンマー語,31,13,スタイロフォーム,သဖာခဲ့ပာ်း (Styrofoam)
ミャンマー語,31,14,面木,ပ ုစ ကွ သ် ောင၏် သထာငတ်ဲ့ ငွ ထ် ညသ်ဲ့ သာ ြှ သ်း ု သခမာငပ် ုအစှိတအ် ပှိုင်း်
ミャンマー語,31,15,バイブレーター,လျှပ်စစ်တနု ် ါ စကက် ရှိ ှိယာ
ミャンマー語,31,16,剥離剤,ာွ သဆ်း
ミャンマー語,31,17,けこみ板,သလက ာ်း စသညတ် ၏ှို ဲ့ သဒါငလ် ကှို အ် ခပာ်း
ミャンマー語,31,18,目地棒,ကနွ က် ရစ်တငွ ် သခမာင်း် သဖာ်ရန ် ထညသ်ဲ့ သာ အသ ာင်း်
ミャンマー語,31,19,コンクリート,ကနွ က် ရစ်
ミャンマー語,32,20,コンベックス,အလ ာ်းတငှို ်း် သည ်ဲ့ သသ ပတအ လပှိ ်
ミャンマー語,32,21,作業用手袋,လပု ်ငန်း် ငွ သ် ်း ု လကအ် ပှိ ်
ミャンマー語,32,22,差金,သသ ပတသ ထာငမ်ဲ့ န ် အသကာက်
ミャンマー語,32,23,水平器,သရခပငည် တ ငှို ်း် သည ်ဲ့ ကရှိ ှိယာ
ミャンマー語,32,24,墨さし,သစ်သာ်းတငွ ် အမ တအ် သာ်း သရ်းခ စ်ရန် သ်း ု သသာ ဝါ်း ျွနခ်ပာ်း
ミャンマー語,32,25,墨つぼ,မငအ် နက ် ထညသ်ဲ့ သာ သစ်သာ်းအု်းှိ
ミャンマー語,33,1,丸セパレーター （丸セパ）,ပ ုစ ကွ သ် ောငတ် ပ်ဆငရ် ာ တငွ ် သတမ် တထ် ာ်းသသာ အက ယက် ှို မ နက် နစ် ွာ ထနှိ ်း် ရန ် သ်း ု သသာ သတတ ြုံသ ာင်း်
ミャンマー語,33,2,天端釘,ကနွ က် ရစ်မ ကန္် ာ ခပငတ် ငွ ် စှိုကထ် ာ်းသသာ သသ ာင်း်
ミャンマー語,33,3,ケレン,သနရ် ဲ့ င်း် သရ်း
