ファイル名,ページ,番号,日本語,翻訳
インドネシア語_pdfplumber_抽出_最終版.csv,3,2.0,技術移転,Transfer teknologi
インドネシア語_pdfplumber_抽出_最終版.csv,3,3.0,技能実習期間,Periode pelatihan kerja
インドネシア語_pdfplumber_抽出_最終版.csv,3,4.0,職種,Pekerjaan
インドネシア語_pdfplumber_抽出_最終版.csv,3,5.0,在留資格,Status tinggal
インドネシア語_pdfplumber_抽出_最終版.csv,3,6.0,パスポート,Paspor
インドネシア語_pdfplumber_抽出_最終版.csv,3,7.0,在留カード,Kartu izin tinggal
インドネシア語_pdfplumber_抽出_最終版.csv,3,8.0,入管,Imigrasi
インドネシア語_pdfplumber_抽出_最終版.csv,3,9.0,在留期間,Periode tinggal
インドネシア語_pdfplumber_抽出_最終版.csv,3,10.0,雇用契約,Kontrak kerja
インドネシア語_pdfplumber_抽出_最終版.csv,3,11.0,給与明細,Slip gaji
インドネシア語_pdfplumber_抽出_最終版.csv,3,12.0,給料,Gaji
インドネシア語_pdfplumber_抽出_最終版.csv,3,13.0,残業手当,Tunjangan lembur
インドネシア語_pdfplumber_抽出_最終版.csv,3,14.0,労働時間,Jam kerja
インドネシア語_pdfplumber_抽出_最終版.csv,4,1.0,控除（する）,Pengurangan (Mengurangi)
インドネシア語_pdfplumber_抽出_最終版.csv,4,2.0,ボーナス,Bonus
インドネシア語_pdfplumber_抽出_最終版.csv,4,3.0,有休,Cuti tahunan
インドネシア語_pdfplumber_抽出_最終版.csv,4,4.0,代休,Libur pengganti
インドネシア語_pdfplumber_抽出_最終版.csv,4,5.0,労働基準法,Peraturan standar ketenagakerjaan
インドネシア語_pdfplumber_抽出_最終版.csv,4,6.0,労働条件,Kondisi kerja
インドネシア語_pdfplumber_抽出_最終版.csv,4,7.0,税金,Pajak
インドネシア語_pdfplumber_抽出_最終版.csv,4,8.0,所得税,Pajak penghasilan
インドネシア語_pdfplumber_抽出_最終版.csv,4,9.0,住民税,Pajak penduduk
インドネシア語_pdfplumber_抽出_最終版.csv,4,10.0,厚生年金,Uang pensiun
インドネシア語_pdfplumber_抽出_最終版.csv,4,11.0,雇用保険,Asuransi ketenagakerjaan
インドネシア語_pdfplumber_抽出_最終版.csv,4,12.0,健康保険,Asuransi kesehatan
インドネシア語_pdfplumber_抽出_最終版.csv,5,13.0,社会保険,Asuransi sosial
インドネシア語_pdfplumber_抽出_最終版.csv,5,14.0,労災,Kecelakaan kerja
インドネシア語_pdfplumber_抽出_最終版.csv,5,15.0,労災保険,Asuransi kecelakaan kerja
インドネシア語_pdfplumber_抽出_最終版.csv,6,1.0,遅刻（する）,Keterlambatan (Terlambat)
インドネシア語_pdfplumber_抽出_最終版.csv,6,2.0,早退（する）,Kepulangan cepat (Pulang cepat)
インドネシア語_pdfplumber_抽出_最終版.csv,6,3.0,休憩（する）,Istirahat (Beristirahat)
インドネシア語_pdfplumber_抽出_最終版.csv,6,4.0,残業（する）,Pekerjaan lembur (Lembur)
インドネシア語_pdfplumber_抽出_最終版.csv,6,5.0,定時,Tepat waktu
インドネシア語_pdfplumber_抽出_最終版.csv,6,6.0,規則,Aturan
インドネシア語_pdfplumber_抽出_最終版.csv,6,7.0,休日,Hari libur
インドネシア語_pdfplumber_抽出_最終版.csv,6,8.0,始業時間,Jam mulai kerja
インドネシア語_pdfplumber_抽出_最終版.csv,6,9.0,終業時間,Jam usai kerja
インドネシア語_pdfplumber_抽出_最終版.csv,6,10.0,指導員,Instruktur
インドネシア語_pdfplumber_抽出_最終版.csv,6,11.0,生活指導員,Pembimbing kehidupan sehari-hari
インドネシア語_pdfplumber_抽出_最終版.csv,6,12.0,担当者,Penanggungjawab
インドネシア語_pdfplumber_抽出_最終版.csv,6,13.0,スイッチ入れるな,Jangan dinyalakan
インドネシア語_pdfplumber_抽出_最終版.csv,6,14.0,スイッチ切るな,Jangan dimatikan
インドネシア語_pdfplumber_抽出_最終版.csv,6,15.0,使用禁止,Dilarang menggunakan
インドネシア語_pdfplumber_抽出_最終版.csv,7,1.0,5S,"5S (Di Indonesia 5R :Ringkas, Rapi, Resik, Rawat, Rajin)"
インドネシア語_pdfplumber_抽出_最終版.csv,7,2.0,整理,Ringkas
インドネシア語_pdfplumber_抽出_最終版.csv,7,3.0,整頓,Rapi
インドネシア語_pdfplumber_抽出_最終版.csv,8,5.0,清潔,Rawat
インドネシア語_pdfplumber_抽出_最終版.csv,8,6.0,しつけ,Rajin
インドネシア語_pdfplumber_抽出_最終版.csv,8,7.0,掃除（する）,Pembersihan (Membersihkan)
インドネシア語_pdfplumber_抽出_最終版.csv,8,8.0,片づける,Membereskan
インドネシア語_pdfplumber_抽出_最終版.csv,46,1.0,片づける,Membereskan(Mengem balikan seperti semula)
インドネシア語_pdfplumber_抽出_最終版.csv,8,9.0,捨てる,Membuang
インドネシア語_pdfplumber_抽出_最終版.csv,46,2.0,捨てる,Membuang
インドネシア語_pdfplumber_抽出_最終版.csv,8,10.0,汚い,Kotor
インドネシア語_pdfplumber_抽出_最終版.csv,8,11.0,汚れる,Kotor
インドネシア語_pdfplumber_抽出_最終版.csv,8,12.0,分別（する）,Pemisahan (Memisahkan)
インドネシア語_pdfplumber_抽出_最終版.csv,8,13.0,燃えないごみ,Sampah tak mudah terbakar
インドネシア語_pdfplumber_抽出_最終版.csv,8,14.0,燃えるごみ,Sampah mudah terbakar
インドネシア語_pdfplumber_抽出_最終版.csv,8,15.0,挟まれる,Terjepit
インドネシア語_pdfplumber_抽出_最終版.csv,8,16.0,巻き込まれる,Terlilit
インドネシア語_pdfplumber_抽出_最終版.csv,8,17.0,やけど（する）,Luka bakar (Terbakar)
インドネシア語_pdfplumber_抽出_最終版.csv,9,18.0,落ちる,Jatuh
インドネシア語_pdfplumber_抽出_最終版.csv,9,19.0,すべる,Terpeleset/Licin
インドネシア語_pdfplumber_抽出_最終版.csv,9,20.0,転ぶ,Terjatuh
インドネシア語_pdfplumber_抽出_最終版.csv,9,21.0,濡れる,Basah
インドネシア語_pdfplumber_抽出_最終版.csv,9,22.0,衛生,Kebersihan
インドネシア語_pdfplumber_抽出_最終版.csv,9,23.0,避難（する）,Evakuasi (Mengevakuasi)
インドネシア語_pdfplumber_抽出_最終版.csv,9,24.0,救急車,Ambulans
インドネシア語_pdfplumber_抽出_最終版.csv,9,25.0,災害,Bencana
インドネシア語_pdfplumber_抽出_最終版.csv,9,26.0,地震,Gempa bumi
インドネシア語_pdfplumber_抽出_最終版.csv,9,27.0,もぐる,Menyelinap
インドネシア語_pdfplumber_抽出_最終版.csv,10,1.0,火気厳禁,Dilarang menggunakan api
インドネシア語_pdfplumber_抽出_最終版.csv,17,3.0,火気厳禁,Dilarang menggunakan api
インドネシア語_pdfplumber_抽出_最終版.csv,10,2.0,開放厳禁,Dilarang membuka
インドネシア語_pdfplumber_抽出_最終版.csv,10,3.0,標識,Tanda
インドネシア語_pdfplumber_抽出_最終版.csv,10,4.0,気をつける,Berhati-hati
インドネシア語_pdfplumber_抽出_最終版.csv,10,5.0,持ち込む,Membawa masuk
インドネシア語_pdfplumber_抽出_最終版.csv,10,6.0,防ぐ,Mencegah
インドネシア語_pdfplumber_抽出_最終版.csv,10,7.0,火,Api
インドネシア語_pdfplumber_抽出_最終版.csv,10,8.0,煙,Asap
インドネシア語_pdfplumber_抽出_最終版.csv,10,9.0,消火,Pemadam kebakaran
インドネシア語_pdfplumber_抽出_最終版.csv,10,10.0,消火器,Alat pemadam kebakaran
インドネシア語_pdfplumber_抽出_最終版.csv,18,11.0,消火器,Alat Pemadam Kebakaran
インドネシア語_pdfplumber_抽出_最終版.csv,10,11.0,非常ベル,Bel darurat
インドネシア語_pdfplumber_抽出_最終版.csv,10,12.0,火災報知機,Alarm kebakaran
インドネシア語_pdfplumber_抽出_最終版.csv,10,13.0,逃げる,Melarikan diri
インドネシア語_pdfplumber_抽出_最終版.csv,10,14.0,現場,Tempat kerja/Pabrik
インドネシア語_pdfplumber_抽出_最終版.csv,10,15.0,作業,Pekerjaan
インドネシア語_pdfplumber_抽出_最終版.csv,10,16.0,ミーティング,Rapat/Meeting
インドネシア語_pdfplumber_抽出_最終版.csv,10,17.0,研修（する）,Pelatihan/Training (Berlatih)
インドネシア語_pdfplumber_抽出_最終版.csv,10,18.0,実習（する）,Pelatihan (Berlatih)
インドネシア語_pdfplumber_抽出_最終版.csv,11,19.0,あいさつ,Salam
インドネシア語_pdfplumber_抽出_最終版.csv,11,20.0,確認（する）,Konfirmasi (Mengkonfirmasikan)
インドネシア語_pdfplumber_抽出_最終版.csv,14,16.0,確認（する）,Konfirmasi
インドネシア語_pdfplumber_抽出_最終版.csv,11,21.0,報告（する）,Laporan (Melaporkan)
インドネシア語_pdfplumber_抽出_最終版.csv,11,22.0,連絡（する）,Kontak (Menghubungi)
インドネシア語_pdfplumber_抽出_最終版.csv,11,23.0,相談（する）,Konsultasi (Berkonsultasi)
インドネシア語_pdfplumber_抽出_最終版.csv,11,24.0,渡す,Menyerahkan
インドネシア語_pdfplumber_抽出_最終版.csv,11,25.0,申請書,Surat permohonan
インドネシア語_pdfplumber_抽出_最終版.csv,11,26.0,寝坊（する）,Kesiangan (Bangun kesiangan)
インドネシア語_pdfplumber_抽出_最終版.csv,12,1.0,技能,Keahlian
インドネシア語_pdfplumber_抽出_最終版.csv,12,2.0,技能検定試験,Ujian keahlian teknis
インドネシア語_pdfplumber_抽出_最終版.csv,12,3.0,受検（する）,Ujian
インドネシア語_pdfplumber_抽出_最終版.csv,12,4.0,資格,Kualifikasi
インドネシア語_pdfplumber_抽出_最終版.csv,12,5.0,手当,Tunjangan
インドネシア語_pdfplumber_抽出_最終版.csv,12,6.0,社員,Pegawai
インドネシア語_pdfplumber_抽出_最終版.csv,12,7.0,部長,Kepala bidang
インドネシア語_pdfplumber_抽出_最終版.csv,12,8.0,課長,Kepala Seksi
インドネシア語_pdfplumber_抽出_最終版.csv,12,9.0,更衣室,Ruang ganti
インドネシア語_pdfplumber_抽出_最終版.csv,12,10.0,台車,Troli
インドネシア語_pdfplumber_抽出_最終版.csv,12,11.0,床,Lantai
インドネシア語_pdfplumber_抽出_最終版.csv,12,12.0,出口,Pintu keluar
インドネシア語_pdfplumber_抽出_最終版.csv,12,13.0,電気,Listrik
インドネシア語_pdfplumber_抽出_最終版.csv,12,14.0,警報音,Bunyi peringatan
インドネシア語_pdfplumber_抽出_最終版.csv,12,15.0,コンセント,Stop kontak
インドネシア語_pdfplumber_抽出_最終版.csv,12,16.0,作業場,Tempat kerja
インドネシア語_pdfplumber_抽出_最終版.csv,12,17.0,作業台,Meja kerja
インドネシア語_pdfplumber_抽出_最終版.csv,12,18.0,工事現場,Lokasi kerja
インドネシア語_pdfplumber_抽出_最終版.csv,12,19.0,職長,Pengawas kerja
インドネシア語_pdfplumber_抽出_最終版.csv,24,25.0,職長,Kepala regu kerja
インドネシア語_pdfplumber_抽出_最終版.csv,12,20.0,作業責任者,Petugas kerja
インドネシア語_pdfplumber_抽出_最終版.csv,13,1.0,禁止,Pelarangan
インドネシア語_pdfplumber_抽出_最終版.csv,13,2.0,表示板,Papan pengumuman
インドネシア語_pdfplumber_抽出_最終版.csv,13,3.0,禁止事項,Larangan penggunaan
インドネシア語_pdfplumber_抽出_最終版.csv,13,4.0,避難訓練,Latihan evakuasi
インドネシア語_pdfplumber_抽出_最終版.csv,13,5.0,感電（する）,Tersengat listrik
インドネシア語_pdfplumber_抽出_最終版.csv,13,6.0,防止（する）,Mencegah
インドネシア語_pdfplumber_抽出_最終版.csv,13,7.0,予防（する）,Mencegah
インドネシア語_pdfplumber_抽出_最終版.csv,13,8.0,転倒（する）,Jatuh
インドネシア語_pdfplumber_抽出_最終版.csv,13,9.0,挟まる,Terjepit
インドネシア語_pdfplumber_抽出_最終版.csv,13,10.0,足元,Langkah kaki
インドネシア語_pdfplumber_抽出_最終版.csv,13,11.0,不安定（な）,Tidak stabil
インドネシア語_pdfplumber_抽出_最終版.csv,13,12.0,後片付け,Pembenahan
インドネシア語_pdfplumber_抽出_最終版.csv,13,13.0,救急箱,Kotak P3K
インドネシア語_pdfplumber_抽出_最終版.csv,13,14.0,絆創膏,Plester
インドネシア語_pdfplumber_抽出_最終版.csv,13,15.0,体調,Kondisi badan
インドネシア語_pdfplumber_抽出_最終版.csv,13,16.0,血,Darah
インドネシア語_pdfplumber_抽出_最終版.csv,13,17.0,熱中症,Dehidrasi
インドネシア語_pdfplumber_抽出_最終版.csv,13,18.0,吐き気,Mual
インドネシア語_pdfplumber_抽出_最終版.csv,13,19.0,嘔吐（する）,Muntah
インドネシア語_pdfplumber_抽出_最終版.csv,13,20.0,足がつる,Kram
インドネシア語_pdfplumber_抽出_最終版.csv,13,21.0,気分が悪い,Tidak enak badan
インドネシア語_pdfplumber_抽出_最終版.csv,13,22.0,寝不足,Kurang tidur
インドネシア語_pdfplumber_抽出_最終版.csv,13,23.0,安全ネット,Jaring pengaman
インドネシア語_pdfplumber_抽出_最終版.csv,13,24.0,安全点検,Pemeriksaan keselamatan
インドネシア語_pdfplumber_抽出_最終版.csv,14,1.0,KY活動（危険予知活動）,Kegiatan latihan prediksi bahaya
インドネシア語_pdfplumber_抽出_最終版.csv,14,2.0,危険,Bahaya
インドネシア語_pdfplumber_抽出_最終版.csv,14,3.0,ぶつかる,Tertabrak
インドネシア語_pdfplumber_抽出_最終版.csv,14,4.0,当たる,Kena
インドネシア語_pdfplumber_抽出_最終版.csv,14,5.0,下敷きになる,Terlindas
インドネシア語_pdfplumber_抽出_最終版.csv,14,6.0,打つ,Memukul
インドネシア語_pdfplumber_抽出_最終版.csv,14,7.0,バランスを崩す,Hilang keseimbangan
インドネシア語_pdfplumber_抽出_最終版.csv,14,8.0,倒れる,Jatuh
インドネシア語_pdfplumber_抽出_最終版.csv,14,9.0,転落（する）,Jatuh dari atas
インドネシア語_pdfplumber_抽出_最終版.csv,14,10.0,指差呼称,Aba-aba tunjuk pencegahan bahaya
インドネシア語_pdfplumber_抽出_最終版.csv,14,11.0,ヒヤリハット,Kondisi bahaya/Gerakan bahaya
インドネシア語_pdfplumber_抽出_最終版.csv,14,12.0,原因,Faktor/Penyebab
インドネシア語_pdfplumber_抽出_最終版.csv,14,13.0,対策,Penanganan
インドネシア語_pdfplumber_抽出_最終版.csv,14,14.0,落下（する）,Jatuh
インドネシア語_pdfplumber_抽出_最終版.csv,14,15.0,墜落（する）,Terperosok
インドネシア語_pdfplumber_抽出_最終版.csv,15,1.0,作業着,Pakaian kerja
インドネシア語_pdfplumber_抽出_最終版.csv,15,2.0,作業服,Baju kerja
インドネシア語_pdfplumber_抽出_最終版.csv,15,3.0,作業靴,Sepatu kerja
インドネシア語_pdfplumber_抽出_最終版.csv,15,4.0,手袋,Sarung tangan
インドネシア語_pdfplumber_抽出_最終版.csv,15,5.0,帽子,Topi
インドネシア語_pdfplumber_抽出_最終版.csv,15,6.0,保護帽（ヘルメット）,Topi pelindung(Helem)
インドネシア語_pdfplumber_抽出_最終版.csv,31,7.0,保護帽（ヘルメット）,Topi pelindung (helm)
インドネシア語_pdfplumber_抽出_最終版.csv,15,7.0,保護具,Alat pelindung
インドネシア語_pdfplumber_抽出_最終版.csv,15,8.0,あごひも,Tali dagu
インドネシア語_pdfplumber_抽出_最終版.csv,15,9.0,ボタン,Kancing/tombol
インドネシア語_pdfplumber_抽出_最終版.csv,15,10.0,ポケット,Kantong
インドネシア語_pdfplumber_抽出_最終版.csv,15,11.0,保護メガネ,Kacamata pelindung
インドネシア語_pdfplumber_抽出_最終版.csv,15,12.0,マスク,Masker
インドネシア語_pdfplumber_抽出_最終版.csv,15,13.0,耳栓,Penyumbat telinga
インドネシア語_pdfplumber_抽出_最終版.csv,15,14.0,安全靴,Sepatu pengaman
インドネシア語_pdfplumber_抽出_最終版.csv,15,15.0,墜落制止用器具（安全 帯）,Sistem perlindungan bahaya jatuh (Sabuk pengaman)
インドネシア語_pdfplumber_抽出_最終版.csv,16,16.0,業務,Kerja
インドネシア語_pdfplumber_抽出_最終版.csv,16,17.0,時間厳守,Disiplin waktu
インドネシア語_pdfplumber_抽出_最終版.csv,16,18.0,予定,Jadwal
インドネシア語_pdfplumber_抽出_最終版.csv,16,19.0,日付,"Tanggal, bulan dan tahun"
インドネシア語_pdfplumber_抽出_最終版.csv,16,20.0,準備（する）,Persiapan
インドネシア語_pdfplumber_抽出_最終版.csv,16,21.0,会議,"Rapat, pertemuan"
インドネシア語_pdfplumber_抽出_最終版.csv,16,22.0,朝礼,Apel pagi
インドネシア語_pdfplumber_抽出_最終版.csv,16,23.0,報告書,Surat laporan
インドネシア語_pdfplumber_抽出_最終版.csv,16,24.0,マニュアル,Buku pedoman
インドネシア語_pdfplumber_抽出_最終版.csv,16,25.0,作業手順書,Lembaran prosedur kerja.
インドネシア語_pdfplumber_抽出_最終版.csv,16,26.0,調子,Kondisi
インドネシア語_pdfplumber_抽出_最終版.csv,17,1.0,立入禁止,Dilarang masuk
インドネシア語_pdfplumber_抽出_最終版.csv,17,2.0,禁煙,Dilarang merokok
インドネシア語_pdfplumber_抽出_最終版.csv,17,4.0,駐車禁止,Dilarang parkir
インドネシア語_pdfplumber_抽出_最終版.csv,17,5.0,足もと注意,Awas langkah kaki
インドネシア語_pdfplumber_抽出_最終版.csv,17,6.0,開口部注意,Awas ada lubang
インドネシア語_pdfplumber_抽出_最終版.csv,17,7.0,感電注意,Awas bahaya sengatan listrik
インドネシア語_pdfplumber_抽出_最終版.csv,17,8.0,堕落注意,Awas jatuh terpeleset
インドネシア語_pdfplumber_抽出_最終版.csv,17,9.0,頭上注意,Awas bagian atas kepala
インドネシア語_pdfplumber_抽出_最終版.csv,17,10.0,警報設備,Peralatan Tanda Bahaya （Alarm）
インドネシア語_pdfplumber_抽出_最終版.csv,18,12.0,AED設置場所,Tempat Instalasi peralatan AED
インドネシア語_pdfplumber_抽出_最終版.csv,18,13.0,保護帽着用,Gunakan topi pelindung
インドネシア語_pdfplumber_抽出_最終版.csv,18,14.0,安全帯使用,Gunakan Sabuk Pengaman
インドネシア語_pdfplumber_抽出_最終版.csv,18,15.0,昇降階段,Tangga naik turun
インドネシア語_pdfplumber_抽出_最終版.csv,20,15.0,昇降階段,Tangga naik turun
インドネシア語_pdfplumber_抽出_最終版.csv,18,16.0,休憩所,Tempat istirahat
インドネシア語_pdfplumber_抽出_最終版.csv,18,17.0,最大積載荷重,Kapasitas berat beban maksimum
インドネシア語_pdfplumber_抽出_最終版.csv,18,18.0,喫煙所,Dilarang merokok
インドネシア語_pdfplumber_抽出_最終版.csv,18,19.0,整理整頓,Rapikan dengan teratur
インドネシア語_pdfplumber_抽出_最終版.csv,18,20.0,安全通路,Jalur aman
インドネシア語_pdfplumber_抽出_最終版.csv,19,1.0,三連クランプ,Klam tripel.
インドネシア語_pdfplumber_抽出_最終版.csv,19,2.0,ベルトコンベア （ベルコン）,Konveyor sabuk (Ban berjalan)
インドネシア語_pdfplumber_抽出_最終版.csv,19,3.0,かけや,Palu kayu berat
インドネシア語_pdfplumber_抽出_最終版.csv,47,4.0,かけや,Palu besar
インドネシア語_pdfplumber_抽出_最終版.csv,19,4.0,ランマ,Stamper kuda
インドネシア語_pdfplumber_抽出_最終版.csv,19,5.0,自在クランプ,Klam universal
インドネシア語_pdfplumber_抽出_最終版.csv,19,6.0,キャッチクランプ,Jepitan pancingan
インドネシア語_pdfplumber_抽出_最終版.csv,19,7.0,吊り上げ用クランプ,Lifting klam
インドネシア語_pdfplumber_抽出_最終版.csv,19,8.0,直交クランプ,Jepitan
インドネシア語_pdfplumber_抽出_最終版.csv,20,9.0,フック,Kait
インドネシア語_pdfplumber_抽出_最終版.csv,31,6.0,フック,Kait
インドネシア語_pdfplumber_抽出_最終版.csv,20,10.0,ストレートシャックル,Mata-rantai lurus
インドネシア語_pdfplumber_抽出_最終版.csv,20,11.0,滑車,Katrol/Puli
インドネシア語_pdfplumber_抽出_最終版.csv,20,12.0,クレーン,Kren
インドネシア語_pdfplumber_抽出_最終版.csv,20,13.0,移動式クレーン,Kren jalan
インドネシア語_pdfplumber_抽出_最終版.csv,20,14.0,介しゃくロープ,Tali teraju
インドネシア語_pdfplumber_抽出_最終版.csv,20,16.0,筋かい止めピン,Tap ikatan diagonal
インドネシア語_pdfplumber_抽出_最終版.csv,20,17.0,脚柱ジョイント,Sambungan tiang kaki
インドネシア語_pdfplumber_抽出_最終版.csv,20,18.0,連結ピン,Pena hubung
インドネシア語_pdfplumber_抽出_最終版.csv,21,19.0,ジョイント金具,Alat logam penyambung
インドネシア語_pdfplumber_抽出_最終版.csv,21,20.0,レバーブロック,Blok tuas
インドネシア語_pdfplumber_抽出_最終版.csv,21,21.0,電動のこ（丸のこ）,Gergaji listrik
インドネシア語_pdfplumber_抽出_最終版.csv,21,22.0,モンキースパナ,Kunci Inggris
インドネシア語_pdfplumber_抽出_最終版.csv,21,23.0,親綱支柱,Tiang pendukung tali induk
インドネシア語_pdfplumber_抽出_最終版.csv,21,24.0,ブラケット,Braket/penopang
インドネシア語_pdfplumber_抽出_最終版.csv,21,25.0,梯子,Tangga
インドネシア語_pdfplumber_抽出_最終版.csv,22,1.0,親綱,Tali induk
インドネシア語_pdfplumber_抽出_最終版.csv,22,2.0,建枠（ビティ）,Rangka sekeliling bangunan
インドネシア語_pdfplumber_抽出_最終版.csv,22,3.0,メッシュシート,Jaring pelindung
インドネシア語_pdfplumber_抽出_最終版.csv,22,4.0,防音パネル,Panel kedap suara
インドネシア語_pdfplumber_抽出_最終版.csv,22,5.0,朝顔材,Jaring pengaman
インドネシア語_pdfplumber_抽出_最終版.csv,22,6.0,架空線,Kabel udara
インドネシア語_pdfplumber_抽出_最終版.csv,22,7.0,幅木（仮設足場）,Papan kaki
インドネシア語_pdfplumber_抽出_最終版.csv,22,8.0,単管,Pipa tabung
インドネシア語_pdfplumber_抽出_最終版.csv,22,9.0,脚立,Tangga lipat
インドネシア語_pdfplumber_抽出_最終版.csv,23,10.0,作業半径,Radius kerja
インドネシア語_pdfplumber_抽出_最終版.csv,23,11.0,仮ボルト,Baut sementara
インドネシア語_pdfplumber_抽出_最終版.csv,23,12.0,手直し,Perbaikan
インドネシア語_pdfplumber_抽出_最終版.csv,23,13.0,面一,Samarata (Flush)
インドネシア語_pdfplumber_抽出_最終版.csv,23,14.0,点検事項,Hal-hal yang harus dicek
インドネシア語_pdfplumber_抽出_最終版.csv,23,15.0,積載荷重,Beban muat
インドネシア語_pdfplumber_抽出_最終版.csv,23,16.0,すき間,Celah
インドネシア語_pdfplumber_抽出_最終版.csv,23,17.0,通りを見る,Melihat cara
インドネシア語_pdfplumber_抽出_最終版.csv,23,18.0,組立,Perakitan
インドネシア語_pdfplumber_抽出_最終版.csv,23,19.0,地組,perakitan di permukaan tanah.
インドネシア語_pdfplumber_抽出_最終版.csv,24,20.0,天端,Permukaan atas.
インドネシア語_pdfplumber_抽出_最終版.csv,24,21.0,玉掛け,Penggantungan
インドネシア語_pdfplumber_抽出_最終版.csv,24,22.0,合図,Aba-aba
インドネシア語_pdfplumber_抽出_最終版.csv,24,23.0,定格荷重,Berat beban.
インドネシア語_pdfplumber_抽出_最終版.csv,24,24.0,たち,Ketegaklurusan
インドネシア語_pdfplumber_抽出_最終版.csv,25,2.0,安全帯,Sabuk pengaman
インドネシア語_pdfplumber_抽出_最終版.csv,25,3.0,インサート,Penyisipan
インドネシア語_pdfplumber_抽出_最終版.csv,25,4.0,スペーサ,Batang jarak
インドネシア語_pdfplumber_抽出_最終版.csv,25,5.0,鉄筋,Tulang baja
インドネシア語_pdfplumber_抽出_最終版.csv,25,6.0,電工ドラム（ドラム）,Teromol listrik
インドネシア語_pdfplumber_抽出_最終版.csv,25,7.0,電動丸のこ（電のこ）,Gergaji listrik
インドネシア語_pdfplumber_抽出_最終版.csv,25,8.0,パッキン,Packing
インドネシア語_pdfplumber_抽出_最終版.csv,25,9.0,小バール,Linggis kecil
インドネシア語_pdfplumber_抽出_最終版.csv,26,10.0,大バール,Linggis besar
インドネシア語_pdfplumber_抽出_最終版.csv,26,11.0,化粧合板,Kayu lapis dekoratif
インドネシア語_pdfplumber_抽出_最終版.csv,26,12.0,普通合板,Kayu lapis
インドネシア語_pdfplumber_抽出_最終版.csv,26,13.0,スタイロフォーム,Styrofoam
インドネシア語_pdfplumber_抽出_最終版.csv,26,14.0,面木,Paku atas
インドネシア語_pdfplumber_抽出_最終版.csv,26,15.0,バイブレーター,Vibrator
インドネシア語_pdfplumber_抽出_最終版.csv,26,16.0,剥離剤,Bahan pelepasan
インドネシア語_pdfplumber_抽出_最終版.csv,26,17.0,けこみ板,Undakan
インドネシア語_pdfplumber_抽出_最終版.csv,26,18.0,目地棒,Sambungan pasang batu
インドネシア語_pdfplumber_抽出_最終版.csv,27,19.0,コンクリート,Beton
