言語,Page,番号,単語,翻訳
タガログ語,13,20,足がつる,namumulikat ang paa
タガログ語,13,21,気分が悪い,hindi maganda ang pakiramdam
タガログ語,13,22,寝不足,kulang sa tulog
タガログ語,13,23,安全ネット,safety net
タガログ語,13,24,安全点検,inspeksyon para sa kaligtasan
タガログ語,14,1,KY活動（危険予知活動）,Aktibidad ng KY (Aktibidad para Kilalanin ang Panganib)
タガログ語,14,2,危険,panganib
タガログ語,14,3,ぶつかる,mabangga
タガログ語,14,4,当たる,tumama
タガログ語,14,5,下敷きになる,madaganan
タガログ語,14,6,打つ,tamaan
タガログ語,14,7,バランスを崩す,mawala ang balanse
タガログ語,14,8,倒れる,bumagsak
タガログ語,14,9,転落（する）,pagkahulog / mahulog
タガログ語,14,10,指差呼称,pagturo at pagtawag
タガログ語,14,11,ヒヤリハット,muntikang aksidente (Hiyari-hatto)
タガログ語,14,12,原因,sanhi
タガログ語,14,13,対策,hakbang upang labanan
タガログ語,14,14,落下（する）,pagkahulog / mahulog
タガログ語,14,15,墜落（する）,pagbagsak / bumagsak
タガログ語,14,16,確認（する）,pagtiyak / tiyakin
タガログ語,15,1,作業着,uniporme sa trabaho
タガログ語,15,2,作業服,damit na pantrabaho
タガログ語,15,3,作業靴,sapatos na pantrabaho
タガログ語,15,4,手袋,guwantes
タガログ語,15,5,帽子,cap
タガログ語,15,6,保護帽（ヘルメット）,proteksiyong pang-ulo (helmet)
タガログ語,15,,,
タガログ語,15,7,保護具,kagamitang pamproteksyon
タガログ語,15,8,あごひも,chin strap
タガログ語,15,9,ボタン,butones
タガログ語,15,10,ポケット,bulsa
タガログ語,15,11,保護メガネ,proteksyong salamin sa mata
タガログ語,15,,,
タガログ語,15,12,マスク,mask
タガログ語,15,13,耳栓,earplug
タガログ語,15,14,安全靴,sapatos na pangkaligtasan
タガログ語,15,15,墜落制止用器具（安全 帯）,sinturong pangkaligtasan
タガログ語,16,16,業務,trabaho
タガログ語,16,17,時間厳守,laging nasa oras
タガログ語,16,18,予定,iskedyul
タガログ語,16,19,日付,petsa
タガログ語,16,20,準備（する）,paghahanda / maghanda
タガログ語,16,21,会議,pagpupulong
タガログ語,16,22,朝礼,pagbati sa umaga
タガログ語,16,23,報告書,ulat
タガログ語,16,24,マニュアル,manuwal
タガログ語,16,25,作業手順書,proseso ng paggawa
タガログ語,16,26,調子,kalagayan
タガログ語,17,1,立入禁止,Bawal Pumasok
タガログ語,17,2,禁煙,Bawal Manigarilyo
タガログ語,17,3,火気厳禁,Mapanganib: Bawal ang Apoy
タガログ語,17,4,駐車禁止,Bawal Pumarada
タガログ語,17,5,足もと注意,Ingatan ang Hakbang!
タガログ語,17,6,開口部注意,Mapanganib: May Butas sa Sahig
タガログ語,17,7,感電注意,Mapanganib: May Kuryente
タガログ語,17,8,堕落注意,Mapanganib: May Maaaring Bumagsak
タガログ語,17,9,頭上注意,Ingatan ang Ulo!
タガログ語,17,10,警報設備,Sistemang Pang-alarma
タガログ語,18,11,消火器,Pang-apula ng Apoy
タガログ語,18,12,AED設置場所,May Nakahandang AED
タガログ語,18,13,保護帽着用,Magsuot ng Helmet
タガログ語,18,14,安全帯使用,Magsuot ng Sinturong Pangkaligtasan
タガログ語,18,15,昇降階段,Hagdanan na Pang- Scaffolding
タガログ語,18,16,休憩所,Pahingahan
タガログ語,18,17,最大積載荷重,Maximum na kapasidad sa pag-load
タガログ語,18,18,喫煙所,Lugar para sa Paninigarilyo
タガログ語,18,19,整理整頓,Panatilihing Maayos
タガログ語,18,20,安全通路,Ligtas na Daanan / Safety Passage
タガログ語,19,1,三連クランプ,triple clamp
タガログ語,19,2,ベルトコンベア （ベルコン）,belt conveyor
タガログ語,19,3,かけや,maso
タガログ語,19,4,ランマ,pambayo
タガログ語,19,5,自在クランプ,movable clamp
タガログ語,19,6,キャッチクランプ,catch clamp
タガログ語,19,7,吊り上げ用クランプ,clamp para sa pagbuhat
タガログ語,19,8,直交クランプ,right angle clamp
タガログ語,19,9,フック,kawit / hook
タガログ語,20,10,ストレートシャックル,straight shackle
タガログ語,20,11,滑車,kalo / pulley
タガログ語,20,12,クレーン,crane
タガログ語,20,13,移動式クレーン,mobile crane
タガログ語,20,14,介しゃくロープ,guy rope
タガログ語,20,15,昇降階段,Hagdanan na Pang- Scaffolding
タガログ語,20,16,筋かい止めピン,strut end pin
タガログ語,20,17,脚柱ジョイント,stud joint
タガログ語,20,18,連結ピン,connecting pin
タガログ語,20,19,ジョイント金具,joint metal fitting
タガログ語,21,20,レバーブロック,lever block
タガログ語,21,21,電動のこ（丸のこ）,electric circular saw (circular saw)
タガログ語,21,22,モンキースパナ,monkey spanner
タガログ語,21,23,親綱支柱,poste ng pangunahing lubid
タガログ語,21,24,ブラケット,bracket
タガログ語,21,25,梯子,hagdan
タガログ語,22,1,親綱,safety line
タガログ語,22,2,建枠（ビティ）,standard scaffold (Beatty)
タガログ語,22,3,メッシュシート,mesh sheet
タガログ語,22,4,防音パネル,soundproof panel
タガログ語,22,5,朝顔材,protective shelf material
タガログ語,22,6,架空線,overhead wire
タガログ語,22,7,幅木（仮設足場）,baseboard (pansamantalang scaffolding)
タガログ語,22,8,単管,single pipe
タガログ語,22,9,脚立,natitiklop na hagdan
タガログ語,23,10,作業半径,operating radius
タガログ語,23,11,仮ボルト,pansamantalang kandado
タガログ語,23,12,手直し,pasasaayos
タガログ語,23,13,面一,flush
タガログ語,23,14,点検事項,mga bagay na dapat inspeksyunin
タガログ語,23,15,積載荷重,loading capacity
タガログ語,23,16,すき間,siwang
タガログ語,23,17,通りを見る,tingnan ang pagkatuwid
タガログ語,23,18,組立,pagbubuo
タガログ語,23,19,地組,pagbubuo sa lugar ng konstruksyon
タガログ語,24,20,天端,levee crown
タガログ語,24,21,玉掛け,slinging
タガログ語,24,22,合図,hudyat
タガログ語,24,23,定格荷重,rated capacity
タガログ語,24,24,たち,vertical
タガログ語,24,25,職長,foreman
タガログ語,25,1,安全カバー,safety cover
タガログ語,25,2,安全帯,safety belt
タガログ語,25,3,インサート,insert
タガログ語,25,4,スペーサ,spacer
タガログ語,25,5,鉄筋,reinforcing bar
タガログ語,25,6,電工ドラム（ドラム）,retractable extension cord (drum)
タガログ語,25,7,電動丸のこ（電のこ）,electric circular saw (circular saw)
タガログ語,25,8,パッキン,gasket
タガログ語,25,9,小バール,maliit na crowbar
タガログ語,25,10,大バール,malaking crowbar
タガログ語,26,11,化粧合板,decorative plywood
タガログ語,26,12,普通合板,normal plywood
タガログ語,26,13,スタイロフォーム,styrofoam
タガログ語,26,14,面木,chamfer strip
タガログ語,26,15,バイブレーター,vibrator
タガログ語,26,16,剥離剤,pangtanggal ng pintura
タガログ語,26,17,けこみ板,riser plate
タガログ語,26,18,目地棒,joint strip
タガログ語,26,19,コンクリート,kongkreto
タガログ語,26,20,コンベックス,medida
タガログ語,27,21,作業用手袋,guwantes na pantrabaho
タガログ語,27,22,差金,carpenter’s square
タガログ語,27,23,水平器,level gauge
タガログ語,27,24,墨さし,brush na pangmarka na yari sa kawayan
タガログ語,27,25,墨つぼ,kagamitang pangmarka ng mahaba at tuwid na guhit
タガログ語,28,1,丸セパレーター （丸セパ）,bilog na panghiwalay / round separator
タガログ語,28,2,天端釘,levee crown nail
タガログ語,28,3,ケレン,surface treatment
タガログ語,28,4,型枠支保工,form timbering
タガログ語,28,5,基礎型枠 （メタルフォーム）,foundation form (metal form)
タガログ語,28,6,釘仕舞い,pag-alis sa pako mula sa form / nail remover
タガログ語,28,7,スラブ天端,dulong itaas na bahagi ng losa (slab)
タガログ語,28,8,高さ（タッパ）,taas
タガログ語,28,9,建込み,pagposisyon nang patayo / vertical position
タガログ語,28,10,通り,pagkatuwid
タガログ語,29,11,蹴上げ,riser
タガログ語,29,12,蹴込み,footboard
タガログ語,29,13,工具の手入れ,paglilinis at pangangalaga sa mga kagamitan / tool care & maintenance
タガログ語,29,14,下げ振り,plumb
タガログ語,29,15,地墨,marka para sa partisyon
タガログ語,29,16,捨てコンクリート,leveling concrete
タガログ語,29,17,はね出し,nakakausli
タガログ語,29,18,はらみ,umbok
タガログ語,29,19,前面,front face
タガログ語,30,20,養生,curing
タガログ語,30,21,レベル,level
タガログ語,30,22,割付,layout
タガログ語,30,23,埋め込み金物,nakabaong metal
タガログ語,30,24,解体する（バラス）,pagkalas (disassemble) / ikalas
タガログ語,30,25,かぶり寸法,covering dimension
タガログ語,31,1,異形棒鋼,deformed steel bar
タガログ語,31,2,結束線,tie wire / alambreng pang dikitin o pagsamahin
タガログ語,31,3,結束工具,deformed steel bar
タガログ語,31,4,鉄筋切断機,iron bar cutting machine
タガログ語,31,5,鉄筋曲げ加工機,binding tool
タガログ語,31,6,フック,hook
タガログ語,31,7,保護帽（ヘルメット）,reinforcing bar bending machine
タガログ語,31,8,アンカー,kawit / anchor
タガログ語,31,9,加工場,proteksiyong pang-ulo (helmet)
タガログ語,31,10,スペーサ―,angkla
タガログ語,32,11,ドーナツ,processing plant
タガログ語,32,12,加工配筋図,spacer
タガログ語,32,13,配筋詳細図,rebar spacer (donut)
タガログ語,32,14,開口補強筋,opening reinforcement
タガログ語,32,15,幅止め筋,spreader bar
タガログ語,32,16,差筋,joint bar
タガログ語,32,17,柱主筋,column bar
タガログ語,32,18,柱配筋,column bar arrangement
タガログ語,32,19,スラブ筋,slab reinforcement
タガログ語,32,20,ベース筋,base reinforcement
タガログ語,33,21,帯筋（フープ）,hoop
タガログ語,33,22,下端筋,bottom reinforcement
タガログ語,33,23,上端筋,top reinforcement
タガログ語,33,24,主筋,main reinforcement
タガログ語,33,25,あばら筋,stirrup reinforcement
タガログ語,34,1,はかま筋,hakama reinforcement
タガログ語,34,2,縦筋,vertical reinforcement
タガログ語,34,3,下筋,lower reinforcement
タガログ語,34,4,横筋,side reinforcement
タガログ語,34,5,腹筋,midsection reinforcement
タガログ語,34,6,配力筋,distributing bar
タガログ語,34,7,上筋,upper reinforcement
タガログ語,34,8,スパイラル筋,spiral reinforcement
タガログ語,34,9,鉄筋径,reinforcing bar diameter
タガログ語,34,10,かぶり厚さ,covering depth
タガログ語,35,11,角度,anggulo
タガログ語,35,12,シングル,single
タガログ語,35,13,ダブル,doble
タガログ語,35,14,千鳥結束,zigzag na tali
タガログ語,35,15,切断寸法,sukat ng putol
タガログ語,35,16,加工寸法,sukat ng paggawa
タガログ語,35,17,重ね継手,lap joint
タガログ語,35,18,圧接継手,stud joint
タガログ語,35,19,開口部,butas
タガログ語,35,20,溶接金網,nakawelding na alambreng lambat
タガログ語,36,21,搬出,paglabas
タガログ語,36,22,搬入,pagdala sa loob
タガログ語,36,23,基礎,pundasyon
タガログ語,36,24,機械式継手,mechanical joint
タガログ語,36,25,配筋検査,inspeksyon ng bar arrangement
タガログ語,37,1,トラクタ,tractor
タガログ語,37,2,ブルドーザ,bulldozer
タガログ語,37,3,トラクタショベル,tractor shovel
タガログ語,37,4,ホイルローダ,wheel loader
タガログ語,37,5,ダンプトラック,dump truck
タガログ語,37,6,油圧ショベル,power shovel
タガログ語,37,7,バックホウ,backhoe
タガログ語,37,8,ローディングショベル,loading shovel
タガログ語,37,9,ローラ,roller
タガログ語,37,10,バケット,bucket
タガログ語,38,11,ブーム,boom
タガログ語,38,12,アーム,arm
タガログ語,38,13,ブレード（排土板）,blade
タガログ語,38,14,タイヤ,gulong
タガログ語,38,15,クローラ,crawler
タガログ語,38,16,キー（鍵）,key (susi)
タガログ語,38,17,作業装置 （アタッチメント）,aparato sa paggawa (attachment)
タガログ語,38,18,エンジン,engine
タガログ語,38,19,ディーゼルエンジン,diesel engine
タガログ語,38,20,エンジンオイル,engine oil
タガログ語,39,21,オルタネータ （充電発電機）,alternator (charging generator)
タガログ語,39,22,バッテリ,battery
タガログ語,39,23,燃料,fuel
タガログ語,39,24,軽油,gas oil
タガログ語,39,25,ブレーキ,preno
タガログ語,40,1,油圧シリンダ,hydraulic cylinder
タガログ語,40,2,油圧モータ,hydraulic motor
タガログ語,40,3,油圧ポンプ,hydraulic pump
タガログ語,40,4,水漏れ,tagas ng tubig
タガログ語,40,5,油漏れ,tagas ng langis
タガログ語,40,6,冷却水,coolant
タガログ語,40,7,ブレーキ液,brake fluid
タガログ語,40,8,燃料タンク,fuel tank
タガログ語,40,9,ファンベルト,fan belt
タガログ語,40,10,空気圧,presyon ng hangin ng gulong
タガログ語,40,11,クラッチ,clutch
タガログ語,40,12,急発進,biglaang pag-arangkada
タガログ語,40,13,急ブレーキ,biglaang pagpreno
タガログ語,41,14,アイドリング,idling
タガログ語,41,15,走行,pagtakbo
タガログ語,41,16,旋回,rebolusyon
タガログ語,41,17,安全ロック,safety lock
タガログ語,41,18,安全支柱,safety post
タガログ語,41,19,補給（する）,pagpapa-gasolina / magpa-gasolina
タガログ語,41,20,駐車（する）,pagparada / iparada
タガログ語,41,21,歩行者,pedestrian
タガログ語,41,22,車両,sasakyan
タガログ語,41,23,死角,blind spot
タガログ語,41,24,斜面,dalisdis / slope
タガログ語,41,25,転圧（する）,surface compaction / isagawa ang surface compaction
タガログ語,42,1,接触（する）,sagi / masagi
タガログ語,42,2,作動（する）,pag-andar /umandar
タガログ語,42,3,整備（する）,pag-maintain (maintenance) / i-maintain
タガログ語,42,4,点検（する）,inspeksyon / inspeksyunin
タガログ語,42,5,動かす,ipaandar
タガログ語,42,6,運転（する）,pagmamaneho / magmaneho
タガログ語,42,7,測る,sukatin
タガログ語,42,8,操作（する）,operasyon / mag-operate
タガログ語,42,9,停止（する）,pag-tigil / itigil
タガログ語,42,10,切る,"patayin, putulin"
タガログ語,42,11,回す,paikutin
タガログ語,42,12,押す,pindutin
タガログ語,42,13,集める,kolektahin
タガログ語,42,14,触る,hawakan
タガログ語,42,15,縛る,bigkisin
タガログ語,42,16,揃える,tipunin
タガログ語,42,17,結ぶ,itali
タガログ語,42,18,しゃがむ,yumukyok / squat
タガログ語,42,19,調整（する）,pag-adjust / i-adjust
タガログ語,42,20,閉じる,pagsara / isara
タガログ語,43,1,取り出す,ilabas / take out
タガログ語,43,2,戻す,ibalik
タガログ語,43,3,仕上げる,tapusin
タガログ語,43,4,折れる,mabali
タガログ語,43,5,欠ける,magkulang
タガログ語,43,6,近づく,lumapit
タガログ語,43,7,電源を入れる,i-on
タガログ語,43,8,電源を落とす,i-off
タガログ語,43,9,スイッチを切る,i-off ang switch
タガログ語,43,10,固定（する）,pirmi / ipirmi
タガログ語,43,11,ゆるめる,luwagin
タガログ語,43,12,伸ばす,pahabain / extend
タガログ語,43,13,外す,tanggalin
タガログ語,43,14,曲げる,baluktutin
タガログ語,43,15,出す,ilabas
タガログ語,43,16,乾かす,patuyuin
タガログ語,43,17,数える,bilangin
タガログ語,43,18,運ぶ,dalhin
タガログ語,43,19,積む,itambak
タガログ語,43,20,下ろす,ibaba
タガログ語,43,21,離れる,lumayo
タガログ語,44,1,位置,posisyon
タガログ語,44,2,寸法,dimensyon
タガログ語,44,3,測定（する）,pagsukat / magsukat
タガログ語,44,4,計測（する）,pagsukat / magsukat
タガログ語,44,5,計測器,instrumentong pangsukat
タガログ語,44,6,温度,temperatura
タガログ語,44,7,高さ,taas
タガログ語,44,8,長さ,haba
タガログ語,44,9,重さ,bigat
タガログ語,44,10,厚さ,kapal
タガログ語,44,11,硬さ,tigas
タガログ語,44,12,深さ,lalim
タガログ語,44,13,表面,ibabaw (surface)
タガログ語,44,14,すきま,siwang
タガログ語,44,15,中心,sentro
タガログ語,45,16,値,halaga (numero)
タガログ語,45,17,安定（する）,katatagan / itatag
タガログ語,45,18,大きさ,laki (size)
タガログ語,45,19,数,bilang
タガログ語,45,20,誤差,pagkakamali (error)
タガログ語,45,21,中,gitna
タガログ語,45,22,反対,kasalungat
タガログ語,45,23,周り,paligid
タガログ語,45,24,尺,shaku (unit ng pagsukat)
タガログ語,45,25,青,asul
タガログ語,45,26,赤,pula
タガログ語,45,27,白,puti
タガログ語,45,28,黄色,dilaw
タガログ語,46,1,片づける,magligpit
タガログ語,46,2,捨てる,itapon
タガログ語,46,3,掃く,magwalis
タガログ語,46,4,持ち上げる,buhatin
タガログ語,46,5,束ねる,bigkisan
タガログ語,46,6,足をくじく,mapilay ang paa
タガログ語,47,1,一輪車,wheelbarrow
タガログ語,47,2,支柱,poste
タガログ語,47,3,ショベル,pala
タガログ語,47,4,かけや,maso
