ファイル名,ページ,番号,日本語,翻訳
タガログ語_pdfplumber_抽出_最終版.csv,6,9.0,終業時間,Oras ng katapusan
タガログ語_pdfplumber_抽出_最終版.csv,6,10.0,指導員,Tagapagturo
タガログ語_pdfplumber_抽出_最終版.csv,6,11.0,生活指導員,Tagapagturo ng pamumuhay
タガログ語_pdfplumber_抽出_最終版.csv,6,12.0,担当者,Person in charge / Taong namamahala
タガログ語_pdfplumber_抽出_最終版.csv,6,13.0,スイッチ入れるな,Huwag i-on ang switch
タガログ語_pdfplumber_抽出_最終版.csv,6,14.0,スイッチ切るな,Huwag i-off ang switch
タガログ語_pdfplumber_抽出_最終版.csv,6,15.0,使用禁止,Bawal gamitin
タガログ語_pdfplumber_抽出_最終版.csv,7,1.0,5S,5S
タガログ語_pdfplumber_抽出_最終版.csv,7,2.0,整理,Suriin
タガログ語_pdfplumber_抽出_最終版.csv,7,3.0,整頓,Sinupin
タガログ語_pdfplumber_抽出_最終版.csv,7,5.0,清潔,Siguruhin ang kalinisan
タガログ語_pdfplumber_抽出_最終版.csv,7,6.0,しつけ,Sariling Kusa
タガログ語_pdfplumber_抽出_最終版.csv,7,7.0,掃除（する）,Linis (Maglilinis)
タガログ語_pdfplumber_抽出_最終版.csv,8,8.0,片づける,Iaayos
タガログ語_pdfplumber_抽出_最終版.csv,46,1.0,片づける,magligpit
タガログ語_pdfplumber_抽出_最終版.csv,8,9.0,捨てる,Itatapon
タガログ語_pdfplumber_抽出_最終版.csv,46,2.0,捨てる,itapon
タガログ語_pdfplumber_抽出_最終版.csv,8,10.0,汚い,Marumi / Madumi
タガログ語_pdfplumber_抽出_最終版.csv,8,11.0,汚れる,Marumihan
タガログ語_pdfplumber_抽出_最終版.csv,8,12.0,分別（する）,Klasipikasyon (Magbubukod)
タガログ語_pdfplumber_抽出_最終版.csv,8,13.0,燃えないごみ,Basurang hindi sinusunog
タガログ語_pdfplumber_抽出_最終版.csv,8,14.0,燃えるごみ,Basurang sinusunog
タガログ語_pdfplumber_抽出_最終版.csv,8,15.0,挟まれる,Maiipit
タガログ語_pdfplumber_抽出_最終版.csv,8,16.0,巻き込まれる,Makawit
タガログ語_pdfplumber_抽出_最終版.csv,8,17.0,やけど（する）,Paso (Mapaso)
タガログ語_pdfplumber_抽出_最終版.csv,8,18.0,落ちる,Mahulog
タガログ語_pdfplumber_抽出_最終版.csv,8,19.0,すべる,Madulas
タガログ語_pdfplumber_抽出_最終版.csv,9,20.0,転ぶ,Madapa
タガログ語_pdfplumber_抽出_最終版.csv,9,21.0,濡れる,Mabasa
タガログ語_pdfplumber_抽出_最終版.csv,9,22.0,衛生,Kaligtasan / Pangangalaga sa kalusugan
タガログ語_pdfplumber_抽出_最終版.csv,9,23.0,避難（する）,Paglisan (Lumikas)
タガログ語_pdfplumber_抽出_最終版.csv,9,24.0,救急車,Ambulansya
タガログ語_pdfplumber_抽出_最終版.csv,9,25.0,災害,Sakuna
タガログ語_pdfplumber_抽出_最終版.csv,9,26.0,地震,Lindol
タガログ語_pdfplumber_抽出_最終版.csv,9,27.0,もぐる,Sisisid / Punta sa ilalim
タガログ語_pdfplumber_抽出_最終版.csv,10,1.0,火気厳禁,Mahigpit na ipinagbabawal ang
タガログ語_pdfplumber_抽出_最終版.csv,17,3.0,火気厳禁,Mapanganib: Bawal ang Apoy
タガログ語_pdfplumber_抽出_最終版.csv,10,2.0,開放厳禁,Mahigpit na ipinagbabawal ang
タガログ語_pdfplumber_抽出_最終版.csv,10,3.0,標識,Babala / Tagapagpahiwatig
タガログ語_pdfplumber_抽出_最終版.csv,10,4.0,気をつける,Mag-iingat
タガログ語_pdfplumber_抽出_最終版.csv,10,5.0,持ち込む,Dadalhin sa loob
タガログ語_pdfplumber_抽出_最終版.csv,10,6.0,防ぐ,Iwasan
タガログ語_pdfplumber_抽出_最終版.csv,10,7.0,火,Apoy
タガログ語_pdfplumber_抽出_最終版.csv,10,8.0,煙,Usok
タガログ語_pdfplumber_抽出_最終版.csv,10,9.0,消火,Patayin ang apoy
タガログ語_pdfplumber_抽出_最終版.csv,10,10.0,消火器,Fire extinguisher
タガログ語_pdfplumber_抽出_最終版.csv,18,11.0,消火器,Pang-apula ng Apoy
タガログ語_pdfplumber_抽出_最終版.csv,10,11.0,非常ベル,Emergency bell
タガログ語_pdfplumber_抽出_最終版.csv,10,12.0,火災報知機,Fire alarm
タガログ語_pdfplumber_抽出_最終版.csv,10,13.0,逃げる,Tumakbo palayo
タガログ語_pdfplumber_抽出_最終版.csv,10,14.0,現場,Lugar ng trabaho
タガログ語_pdfplumber_抽出_最終版.csv,10,15.0,作業,Trabaho
タガログ語_pdfplumber_抽出_最終版.csv,10,16.0,ミーティング,Miting
タガログ語_pdfplumber_抽出_最終版.csv,10,17.0,研修（する）,Pagsasanay (Magsasanay)
タガログ語_pdfplumber_抽出_最終版.csv,10,18.0,実習（する）,Training (Pagtratrain)
タガログ語_pdfplumber_抽出_最終版.csv,11,19.0,あいさつ,Pagbati
タガログ語_pdfplumber_抽出_最終版.csv,11,20.0,確認（する）,Check / Kumpirmasyon (I-checheck / Susuriin)
タガログ語_pdfplumber_抽出_最終版.csv,14,16.0,確認（する）,pagtiyak / tiyakin
タガログ語_pdfplumber_抽出_最終版.csv,11,21.0,報告（する）,Report / Ulat(Mag-report / Ipagbigay-alam)
タガログ語_pdfplumber_抽出_最終版.csv,11,22.0,連絡（する）,Kontak (Makipag-ugnayan)
タガログ語_pdfplumber_抽出_最終版.csv,11,23.0,相談（する）,Konsulta (Magkonsulta)
タガログ語_pdfplumber_抽出_最終版.csv,11,24.0,渡す,Iaabot
タガログ語_pdfplumber_抽出_最終版.csv,11,25.0,申請書,Pormat ng aplikasyon
タガログ語_pdfplumber_抽出_最終版.csv,11,26.0,寝坊（する）,Nagising ng tanghali (Magigising ng tanghali)
タガログ語_pdfplumber_抽出_最終版.csv,12,1.0,技能,pagsasanay
タガログ語_pdfplumber_抽出_最終版.csv,12,2.0,技能検定試験,Trade Skills Test
タガログ語_pdfplumber_抽出_最終版.csv,12,3.0,受検（する）,Pagkuha ng pagsusulit
タガログ語_pdfplumber_抽出_最終版.csv,12,4.0,資格,kwalipikasyon
タガログ語_pdfplumber_抽出_最終版.csv,12,5.0,手当,allowance
タガログ語_pdfplumber_抽出_最終版.csv,12,6.0,社員,empleyado
タガログ語_pdfplumber_抽出_最終版.csv,12,7.0,部長,hepe ng departamento
タガログ語_pdfplumber_抽出_最終版.csv,12,8.0,課長,hepe ng seksyon
タガログ語_pdfplumber_抽出_最終版.csv,12,9.0,更衣室,silid bihisan
タガログ語_pdfplumber_抽出_最終版.csv,12,10.0,台車,kariton
タガログ語_pdfplumber_抽出_最終版.csv,12,11.0,床,sahig
タガログ語_pdfplumber_抽出_最終版.csv,12,12.0,出口,labasan
タガログ語_pdfplumber_抽出_最終版.csv,12,13.0,電気,kuryente
タガログ語_pdfplumber_抽出_最終版.csv,12,14.0,警報音,babalang ingay
タガログ語_pdfplumber_抽出_最終版.csv,12,15.0,コンセント,saksakan ng kuryente
タガログ語_pdfplumber_抽出_最終版.csv,12,16.0,作業場,lugar ng trabaho
タガログ語_pdfplumber_抽出_最終版.csv,12,17.0,作業台,lamesa ng trabaho
タガログ語_pdfplumber_抽出_最終版.csv,12,18.0,工事現場,lugar ng konstruksyon
タガログ語_pdfplumber_抽出_最終版.csv,12,19.0,職長,foreman
タガログ語_pdfplumber_抽出_最終版.csv,24,25.0,職長,foreman
タガログ語_pdfplumber_抽出_最終版.csv,12,20.0,作業責任者,tagapangasiwa ng trabaho
タガログ語_pdfplumber_抽出_最終版.csv,13,1.0,禁止,bawal
タガログ語_pdfplumber_抽出_最終版.csv,13,2.0,表示板,karatula
タガログ語_pdfplumber_抽出_最終版.csv,13,3.0,禁止事項,bagay na bawal gawin
タガログ語_pdfplumber_抽出_最終版.csv,13,4.0,避難訓練,evacuation drill
タガログ語_pdfplumber_抽出_最終版.csv,13,5.0,感電（する）,pagkakuryente / makuryente
タガログ語_pdfplumber_抽出_最終版.csv,13,6.0,防止（する）,pagpigil / pigilan
タガログ語_pdfplumber_抽出_最終版.csv,13,7.0,予防（する）,pag-iwas / iwasan
タガログ語_pdfplumber_抽出_最終版.csv,13,8.0,転倒（する）,pagbagsak / bumagsak
タガログ語_pdfplumber_抽出_最終版.csv,13,9.0,挟まる,maipit
タガログ語_pdfplumber_抽出_最終版.csv,13,10.0,足元,paanan
タガログ語_pdfplumber_抽出_最終版.csv,13,11.0,不安定（な）,hindi matatag
タガログ語_pdfplumber_抽出_最終版.csv,13,12.0,後片付け,pagliligpit pagkatapos
タガログ語_pdfplumber_抽出_最終版.csv,13,13.0,救急箱,first-aid kit
タガログ語_pdfplumber_抽出_最終版.csv,13,14.0,絆創膏,panakip sa sugat
タガログ語_pdfplumber_抽出_最終版.csv,13,15.0,体調,pisikal na kondisyon
タガログ語_pdfplumber_抽出_最終版.csv,13,16.0,血,dugo
タガログ語_pdfplumber_抽出_最終版.csv,13,17.0,熱中症,heatstroke
タガログ語_pdfplumber_抽出_最終版.csv,13,18.0,吐き気,alibadbad
タガログ語_pdfplumber_抽出_最終版.csv,13,19.0,嘔吐（する）,pagsusuka / magsusuka
タガログ語_pdfplumber_抽出_最終版.csv,13,20.0,足がつる,namumulikat ang paa
タガログ語_pdfplumber_抽出_最終版.csv,13,21.0,気分が悪い,hindi maganda ang pakiramdam
タガログ語_pdfplumber_抽出_最終版.csv,13,22.0,寝不足,kulang sa tulog
タガログ語_pdfplumber_抽出_最終版.csv,13,23.0,安全ネット,safety net
タガログ語_pdfplumber_抽出_最終版.csv,13,24.0,安全点検,inspeksyon para sa kaligtasan
タガログ語_pdfplumber_抽出_最終版.csv,14,1.0,KY活動（危険予知活動）,Aktibidad ng KY (Aktibidad para Kilalanin ang Panganib)
タガログ語_pdfplumber_抽出_最終版.csv,14,2.0,危険,panganib
タガログ語_pdfplumber_抽出_最終版.csv,14,3.0,ぶつかる,mabangga
タガログ語_pdfplumber_抽出_最終版.csv,14,4.0,当たる,tumama
タガログ語_pdfplumber_抽出_最終版.csv,14,5.0,下敷きになる,madaganan
タガログ語_pdfplumber_抽出_最終版.csv,14,6.0,打つ,tamaan
タガログ語_pdfplumber_抽出_最終版.csv,14,7.0,バランスを崩す,mawala ang balanse
タガログ語_pdfplumber_抽出_最終版.csv,14,8.0,倒れる,bumagsak
タガログ語_pdfplumber_抽出_最終版.csv,14,9.0,転落（する）,pagkahulog / mahulog
タガログ語_pdfplumber_抽出_最終版.csv,14,10.0,指差呼称,pagturo at pagtawag
タガログ語_pdfplumber_抽出_最終版.csv,14,11.0,ヒヤリハット,muntikang aksidente (Hiyari-hatto)
タガログ語_pdfplumber_抽出_最終版.csv,14,12.0,原因,sanhi
タガログ語_pdfplumber_抽出_最終版.csv,14,13.0,対策,hakbang upang labanan
タガログ語_pdfplumber_抽出_最終版.csv,14,14.0,落下（する）,pagkahulog / mahulog
タガログ語_pdfplumber_抽出_最終版.csv,14,15.0,墜落（する）,pagbagsak / bumagsak
タガログ語_pdfplumber_抽出_最終版.csv,15,1.0,作業着,uniporme sa trabaho
タガログ語_pdfplumber_抽出_最終版.csv,15,2.0,作業服,damit na pantrabaho
タガログ語_pdfplumber_抽出_最終版.csv,15,3.0,作業靴,sapatos na pantrabaho
タガログ語_pdfplumber_抽出_最終版.csv,15,4.0,手袋,guwantes
タガログ語_pdfplumber_抽出_最終版.csv,15,5.0,帽子,cap
タガログ語_pdfplumber_抽出_最終版.csv,15,6.0,保護帽（ヘルメット）,proteksiyong pang-ulo (helmet)
タガログ語_pdfplumber_抽出_最終版.csv,31,7.0,保護帽（ヘルメット）,reinforcing bar bending machine
タガログ語_pdfplumber_抽出_最終版.csv,15,7.0,保護具,kagamitang pamproteksyon
タガログ語_pdfplumber_抽出_最終版.csv,15,8.0,あごひも,chin strap
タガログ語_pdfplumber_抽出_最終版.csv,15,9.0,ボタン,butones
タガログ語_pdfplumber_抽出_最終版.csv,15,10.0,ポケット,bulsa
タガログ語_pdfplumber_抽出_最終版.csv,15,11.0,保護メガネ,proteksyong salamin sa mata
タガログ語_pdfplumber_抽出_最終版.csv,15,12.0,マスク,mask
タガログ語_pdfplumber_抽出_最終版.csv,15,13.0,耳栓,earplug
タガログ語_pdfplumber_抽出_最終版.csv,15,14.0,安全靴,sapatos na pangkaligtasan
タガログ語_pdfplumber_抽出_最終版.csv,15,15.0,墜落制止用器具（安全 帯）,sinturong pangkaligtasan
タガログ語_pdfplumber_抽出_最終版.csv,16,16.0,業務,trabaho
タガログ語_pdfplumber_抽出_最終版.csv,16,17.0,時間厳守,laging nasa oras
タガログ語_pdfplumber_抽出_最終版.csv,16,18.0,予定,iskedyul
タガログ語_pdfplumber_抽出_最終版.csv,16,19.0,日付,petsa
タガログ語_pdfplumber_抽出_最終版.csv,16,20.0,準備（する）,paghahanda / maghanda
タガログ語_pdfplumber_抽出_最終版.csv,16,21.0,会議,pagpupulong
タガログ語_pdfplumber_抽出_最終版.csv,16,22.0,朝礼,pagbati sa umaga
タガログ語_pdfplumber_抽出_最終版.csv,16,23.0,報告書,ulat
タガログ語_pdfplumber_抽出_最終版.csv,16,24.0,マニュアル,manuwal
タガログ語_pdfplumber_抽出_最終版.csv,16,25.0,作業手順書,proseso ng paggawa
タガログ語_pdfplumber_抽出_最終版.csv,16,26.0,調子,kalagayan
タガログ語_pdfplumber_抽出_最終版.csv,17,1.0,立入禁止,Bawal Pumasok
タガログ語_pdfplumber_抽出_最終版.csv,17,2.0,禁煙,Bawal Manigarilyo
タガログ語_pdfplumber_抽出_最終版.csv,17,4.0,駐車禁止,Bawal Pumarada
タガログ語_pdfplumber_抽出_最終版.csv,17,5.0,足もと注意,Ingatan ang Hakbang!
タガログ語_pdfplumber_抽出_最終版.csv,17,6.0,開口部注意,Mapanganib: May Butas sa Sahig
タガログ語_pdfplumber_抽出_最終版.csv,17,7.0,感電注意,Mapanganib: May Kuryente
タガログ語_pdfplumber_抽出_最終版.csv,17,8.0,堕落注意,Mapanganib: May Maaaring Bumagsak
タガログ語_pdfplumber_抽出_最終版.csv,17,9.0,頭上注意,Ingatan ang Ulo!
タガログ語_pdfplumber_抽出_最終版.csv,17,10.0,警報設備,Sistemang Pang-alarma
タガログ語_pdfplumber_抽出_最終版.csv,18,12.0,AED設置場所,May Nakahandang AED
タガログ語_pdfplumber_抽出_最終版.csv,18,13.0,保護帽着用,Magsuot ng Helmet
タガログ語_pdfplumber_抽出_最終版.csv,18,14.0,安全帯使用,Magsuot ng Sinturong Pangkaligtasan
タガログ語_pdfplumber_抽出_最終版.csv,18,15.0,昇降階段,Hagdanan na Pang- Scaffolding
タガログ語_pdfplumber_抽出_最終版.csv,20,15.0,昇降階段,Hagdanan na Pang- Scaffolding
タガログ語_pdfplumber_抽出_最終版.csv,18,16.0,休憩所,Pahingahan
タガログ語_pdfplumber_抽出_最終版.csv,18,17.0,最大積載荷重,Maximum na kapasidad sa pag-load
タガログ語_pdfplumber_抽出_最終版.csv,18,18.0,喫煙所,Lugar para sa Paninigarilyo
タガログ語_pdfplumber_抽出_最終版.csv,18,19.0,整理整頓,Panatilihing Maayos
タガログ語_pdfplumber_抽出_最終版.csv,18,20.0,安全通路,Ligtas na Daanan / Safety Passage
タガログ語_pdfplumber_抽出_最終版.csv,19,1.0,三連クランプ,triple clamp
タガログ語_pdfplumber_抽出_最終版.csv,19,2.0,ベルトコンベア （ベルコン）,belt conveyor
タガログ語_pdfplumber_抽出_最終版.csv,19,3.0,かけや,maso
タガログ語_pdfplumber_抽出_最終版.csv,47,4.0,かけや,maso
タガログ語_pdfplumber_抽出_最終版.csv,19,4.0,ランマ,pambayo
タガログ語_pdfplumber_抽出_最終版.csv,19,5.0,自在クランプ,movable clamp
タガログ語_pdfplumber_抽出_最終版.csv,19,6.0,キャッチクランプ,catch clamp
タガログ語_pdfplumber_抽出_最終版.csv,19,7.0,吊り上げ用クランプ,clamp para sa pagbuhat
タガログ語_pdfplumber_抽出_最終版.csv,19,8.0,直交クランプ,right angle clamp
タガログ語_pdfplumber_抽出_最終版.csv,19,9.0,フック,kawit / hook
タガログ語_pdfplumber_抽出_最終版.csv,31,6.0,フック,hook
タガログ語_pdfplumber_抽出_最終版.csv,20,10.0,ストレートシャックル,straight shackle
タガログ語_pdfplumber_抽出_最終版.csv,20,11.0,滑車,kalo / pulley
タガログ語_pdfplumber_抽出_最終版.csv,20,12.0,クレーン,crane
タガログ語_pdfplumber_抽出_最終版.csv,20,13.0,移動式クレーン,mobile crane
タガログ語_pdfplumber_抽出_最終版.csv,20,14.0,介しゃくロープ,guy rope
タガログ語_pdfplumber_抽出_最終版.csv,20,16.0,筋かい止めピン,strut end pin
タガログ語_pdfplumber_抽出_最終版.csv,20,17.0,脚柱ジョイント,stud joint
タガログ語_pdfplumber_抽出_最終版.csv,20,18.0,連結ピン,connecting pin
タガログ語_pdfplumber_抽出_最終版.csv,20,19.0,ジョイント金具,joint metal fitting
タガログ語_pdfplumber_抽出_最終版.csv,21,20.0,レバーブロック,lever block
タガログ語_pdfplumber_抽出_最終版.csv,21,21.0,電動のこ（丸のこ）,electric circular saw (circular saw)
タガログ語_pdfplumber_抽出_最終版.csv,21,22.0,モンキースパナ,monkey spanner
タガログ語_pdfplumber_抽出_最終版.csv,21,23.0,親綱支柱,poste ng pangunahing lubid
タガログ語_pdfplumber_抽出_最終版.csv,21,24.0,ブラケット,bracket
タガログ語_pdfplumber_抽出_最終版.csv,21,25.0,梯子,hagdan
タガログ語_pdfplumber_抽出_最終版.csv,22,1.0,親綱,safety line
タガログ語_pdfplumber_抽出_最終版.csv,22,2.0,建枠（ビティ）,standard scaffold (Beatty)
タガログ語_pdfplumber_抽出_最終版.csv,22,3.0,メッシュシート,mesh sheet
タガログ語_pdfplumber_抽出_最終版.csv,22,4.0,防音パネル,soundproof panel
タガログ語_pdfplumber_抽出_最終版.csv,22,5.0,朝顔材,protective shelf material
タガログ語_pdfplumber_抽出_最終版.csv,22,6.0,架空線,overhead wire
タガログ語_pdfplumber_抽出_最終版.csv,22,7.0,幅木（仮設足場）,baseboard (pansamantalang scaffolding)
タガログ語_pdfplumber_抽出_最終版.csv,22,8.0,単管,single pipe
タガログ語_pdfplumber_抽出_最終版.csv,22,9.0,脚立,natitiklop na hagdan
タガログ語_pdfplumber_抽出_最終版.csv,23,10.0,作業半径,operating radius
タガログ語_pdfplumber_抽出_最終版.csv,23,11.0,仮ボルト,pansamantalang kandado
タガログ語_pdfplumber_抽出_最終版.csv,23,12.0,手直し,pasasaayos
タガログ語_pdfplumber_抽出_最終版.csv,23,13.0,面一,flush
タガログ語_pdfplumber_抽出_最終版.csv,23,14.0,点検事項,mga bagay na dapat inspeksyunin
タガログ語_pdfplumber_抽出_最終版.csv,23,15.0,積載荷重,loading capacity
タガログ語_pdfplumber_抽出_最終版.csv,23,16.0,すき間,siwang
タガログ語_pdfplumber_抽出_最終版.csv,23,17.0,通りを見る,tingnan ang pagkatuwid
タガログ語_pdfplumber_抽出_最終版.csv,23,18.0,組立,pagbubuo
タガログ語_pdfplumber_抽出_最終版.csv,23,19.0,地組,pagbubuo sa lugar ng konstruksyon
タガログ語_pdfplumber_抽出_最終版.csv,24,20.0,天端,levee crown
タガログ語_pdfplumber_抽出_最終版.csv,24,21.0,玉掛け,slinging
タガログ語_pdfplumber_抽出_最終版.csv,24,22.0,合図,hudyat
タガログ語_pdfplumber_抽出_最終版.csv,24,23.0,定格荷重,rated capacity
タガログ語_pdfplumber_抽出_最終版.csv,24,24.0,たち,vertical
タガログ語_pdfplumber_抽出_最終版.csv,25,2.0,安全帯,safety belt
タガログ語_pdfplumber_抽出_最終版.csv,25,3.0,インサート,insert
タガログ語_pdfplumber_抽出_最終版.csv,25,4.0,スペーサ,spacer
タガログ語_pdfplumber_抽出_最終版.csv,25,5.0,鉄筋,reinforcing bar
タガログ語_pdfplumber_抽出_最終版.csv,25,6.0,電工ドラム（ドラム）,retractable extension cord (drum)
タガログ語_pdfplumber_抽出_最終版.csv,25,7.0,電動丸のこ（電のこ）,electric circular saw (circular saw)
タガログ語_pdfplumber_抽出_最終版.csv,25,8.0,パッキン,gasket
タガログ語_pdfplumber_抽出_最終版.csv,25,9.0,小バール,maliit na crowbar
タガログ語_pdfplumber_抽出_最終版.csv,25,10.0,大バール,malaking crowbar
タガログ語_pdfplumber_抽出_最終版.csv,26,11.0,化粧合板,decorative plywood
タガログ語_pdfplumber_抽出_最終版.csv,26,12.0,普通合板,normal plywood
タガログ語_pdfplumber_抽出_最終版.csv,26,13.0,スタイロフォーム,styrofoam
タガログ語_pdfplumber_抽出_最終版.csv,26,14.0,面木,chamfer strip
タガログ語_pdfplumber_抽出_最終版.csv,26,15.0,バイブレーター,vibrator
タガログ語_pdfplumber_抽出_最終版.csv,26,16.0,剥離剤,pangtanggal ng pintura
タガログ語_pdfplumber_抽出_最終版.csv,26,17.0,けこみ板,riser plate
タガログ語_pdfplumber_抽出_最終版.csv,26,18.0,目地棒,joint strip
タガログ語_pdfplumber_抽出_最終版.csv,26,19.0,コンクリート,kongkreto
タガログ語_pdfplumber_抽出_最終版.csv,26,20.0,コンベックス,medida
タガログ語_pdfplumber_抽出_最終版.csv,27,21.0,作業用手袋,guwantes na pantrabaho
タガログ語_pdfplumber_抽出_最終版.csv,27,22.0,差金,carpenter’s square
タガログ語_pdfplumber_抽出_最終版.csv,27,23.0,水平器,level gauge
